,Season,Round,HomeTeam,AwayTeam
1870,0001,4,Boavista,SC Braga
1871,0001,4,Campomaiorense,FC Porto
1872,0001,5,Salgueiros,V. Guimarães
1873,0001,5,Boavista,SL Benfica
1874,0001,5,Gil Vicente,Sporting CP
1875,0001,5,FC Porto,Marítimo
1876,0001,5,SC Braga,Alverca
1877,0001,5,U. Leiria,Paços Ferreira
1878,0001,5,Beira-Mar,Campomaiorense
1879,0001,5,E. Amadora,Belenenses
1880,0001,5,Desp. Aves,Farense
1881,0001,6,V. Guimarães,Desp. Aves
1882,0001,6,Sporting CP,Salgueiros
1883,0001,6,Marítimo,Beira-Mar
1884,0001,6,Alverca,Gil Vicente
1885,0001,6,Paços Ferreira,E. Amadora
1886,0001,6,Campomaiorense,U. Leiria
1887,0001,6,SL Benfica,SC Braga
1888,0001,6,Belenenses,Boavista
1889,0001,6,Farense,FC Porto
1890,0001,7,Boavista,Paços Ferreira
1891,0001,7,SC Braga,Gil Vicente
1892,0001,7,U. Leiria,Marítimo
1893,0001,7,Desp. Aves,Sporting CP
1894,0001,7,FC Porto,V. Guimarães
1895,0001,7,SL Benfica,Belenenses
1896,0001,7,Beira-Mar,Farense
1897,0001,7,E. Amadora,Campomaiorense
1898,0001,7,Salgueiros,Alverca
1899,0001,8,Campomaiorense,Boavista
1900,0001,8,Sporting CP,FC Porto
1901,0001,8,Paços Ferreira,SL Benfica
1902,0001,8,Marítimo,E. Amadora
1903,0001,8,V. Guimarães,Beira-Mar
1904,0001,8,Alverca,Desp. Aves
1905,0001,8,Belenenses,SC Braga
1906,0001,8,Farense,U. Leiria
1907,0001,8,Gil Vicente,Salgueiros
1908,0001,9,SC Braga,Salgueiros
1909,0001,9,SL Benfica,Campomaiorense
1910,0001,9,U. Leiria,V. Guimarães
1911,0001,9,Beira-Mar,Sporting CP
1912,0001,9,Belenenses,Paços Ferreira
1913,0001,9,E. Amadora,Farense
1914,0001,9,Desp. Aves,Gil Vicente
1915,0001,9,FC Porto,Alverca
1916,0001,9,Boavista,Marítimo
1917,0001,10,Sporting CP,U. Leiria
1918,0001,10,Farense,Boavista
1919,0001,10,Gil Vicente,FC Porto
1920,0001,10,Salgueiros,Desp. Aves
1921,0001,10,Campomaiorense,Belenenses
1922,0001,10,Paços Ferreira,SC Braga
1923,0001,10,Marítimo,SL Benfica
1924,0001,10,Alverca,Beira-Mar
1925,0001,10,V. Guimarães,E. Amadora
1926,0001,11,Belenenses,Marítimo
1927,0001,11,E. Amadora,Sporting CP
1928,0001,11,SL Benfica,Farense
1929,0001,11,SC Braga,Desp. Aves
1930,0001,11,U. Leiria,Alverca
1931,0001,11,Beira-Mar,Gil Vicente
1932,0001,11,Paços Ferreira,Campomaiorense
1933,0001,11,FC Porto,Salgueiros
1934,0001,11,Boavista,V. Guimarães
1935,0001,12,Farense,Belenenses
1936,0001,12,V. Guimarães,SL Benfica
1937,0001,12,Sporting CP,Boavista
1938,0001,12,Marítimo,Paços Ferreira
1939,0001,12,Alverca,E. Amadora
1940,0001,12,Salgueiros,Beira-Mar
1941,0001,12,Desp. Aves,FC Porto
1942,0001,12,Gil Vicente,U. Leiria
1943,0001,12,Campomaiorense,SC Braga
1944,0001,13,Belenenses,V. Guimarães
1945,0001,13,SC Braga,FC Porto
1946,0001,13,Beira-Mar,Desp. Aves
1947,0001,13,Boavista,Alverca
1948,0001,13,U. Leiria,Salgueiros
1949,0001,13,Paços Ferreira,Farense
1950,0001,13,E. Amadora,Gil Vicente
1951,0001,13,Campomaiorense,Marítimo
1952,0001,13,SL Benfica,Sporting CP
1953,0001,14,Gil Vicente,Boavista
1954,0001,14,Sporting CP,Belenenses
1955,0001,14,V. Guimarães,Paços Ferreira
1956,0001,14,Marítimo,SC Braga
1957,0001,14,Alverca,SL Benfica
1958,0001,14,Salgueiros,E. Amadora
1959,0001,14,Desp. Aves,U. Leiria
1960,0001,14,Farense,Campomaiorense
1961,0001,14,FC Porto,Beira-Mar
1962,0001,15,Campomaiorense,V. Guimarães
1963,0001,15,U. Leiria,FC Porto
1964,0001,15,Belenenses,Alverca
1965,0001,15,SL Benfica,Gil Vicente
1966,0001,15,SC Braga,Beira-Mar
1967,0001,15,Marítimo,Farense
1968,0001,15,Boavista,Salgueiros
1969,0001,15,Paços Ferreira,Sporting CP
1970,0001,15,E. Amadora,Desp. Aves
1971,0001,16,FC Porto,E. Amadora
1972,0001,16,Sporting CP,Campomaiorense
1973,0001,16,Alverca,Paços Ferreira
1974,0001,16,SC Braga,Farense
1975,0001,16,Beira-Mar,U. Leiria
1976,0001,16,Salgueiros,SL Benfica
1977,0001,16,Desp. Aves,Boavista
1978,0001,16,Gil Vicente,Belenenses
1979,0001,16,V. Guimarães,Marítimo
1980,0001,17,Belenenses,Salgueiros
1981,0001,17,Marítimo,Sporting CP
1982,0001,17,SL Benfica,Desp. Aves
1983,0001,17,Boavista,FC Porto
1984,0001,17,U. Leiria,SC Braga
1985,0001,17,Paços Ferreira,Gil Vicente
1986,0001,17,E. Amadora,Beira-Mar
1987,0001,17,Farense,V. Guimarães
1988,0001,17,Campomaiorense,Alverca
1989,0001,18,E. Amadora,U. Leiria
1990,0001,18,Boavista,Beira-Mar
1991,0001,18,V. Guimarães,SC Braga
1992,0001,18,SL Benfica,FC Porto
1993,0001,18,Belenenses,Desp. Aves
1994,0001,18,Paços Ferreira,Salgueiros
1995,0001,18,Farense,Sporting CP
1996,0001,18,Campomaiorense,Gil Vicente
1997,0001,18,Marítimo,Alverca
1998,0001,19,SC Braga,E. Amadora
1999,0001,19,FC Porto,Belenenses
2000,0001,19,Sporting CP,V. Guimarães
2001,0001,19,U. Leiria,Boavista
2002,0001,19,Beira-Mar,SL Benfica
2003,0001,19,Alverca,Farense
2004,0001,19,Salgueiros,Campomaiorense
2005,0001,19,Desp. Aves,Paços Ferreira
2006,0001,19,Gil Vicente,Marítimo
2007,0001,20,Boavista,E. Amadora
2008,0001,20,V. Guimarães,Alverca
2009,0001,20,SL Benfica,U. Leiria
2010,0001,20,Sporting CP,SC Braga
2011,0001,20,Marítimo,Salgueiros
2012,0001,20,Belenenses,Beira-Mar
2013,0001,20,Farense,Gil Vicente
2014,0001,20,Campomaiorense,Desp. Aves
2015,0001,20,Paços Ferreira,FC Porto
2016,0001,21,E. Amadora,SL Benfica
2017,0001,21,SC Braga,Boavista
2018,0001,21,Alverca,Sporting CP
2019,0001,21,FC Porto,Campomaiorense
2020,0001,21,U. Leiria,Belenenses
2021,0001,21,Beira-Mar,Paços Ferreira
2022,0001,21,Salgueiros,Farense
2023,0001,21,Desp. Aves,Marítimo
2024,0001,21,Gil Vicente,V. Guimarães
2025,0001,22,Belenenses,E. Amadora
2026,0001,22,Sporting CP,Gil Vicente
2027,0001,22,SL Benfica,Boavista
2028,0001,22,Alverca,SC Braga
2029,0001,22,Paços Ferreira,U. Leiria
2030,0001,22,Farense,Desp. Aves
2031,0001,22,Campomaiorense,Beira-Mar
2032,0001,22,V. Guimarães,Salgueiros
2033,0001,22,Boavista,Belenenses
2034,0001,23,Salgueiros,Sporting CP
2035,0001,23,FC Porto,Farense
2036,0001,23,SC Braga,SL Benfica
2037,0001,23,U. Leiria,Campomaiorense
2038,0001,23,Beira-Mar,Marítimo
2039,0001,23,E. Amadora,Paços Ferreira
2040,0001,23,Desp. Aves,V. Guimarães
2041,0001,23,Gil Vicente,Alverca
2042,0001,23,Paços Ferreira,Boavista
2043,0001,24,Belenenses,SL Benfica
2044,0001,24,Sporting CP,Desp. Aves
2045,0001,24,Marítimo,U. Leiria
2046,0001,24,Alverca,Salgueiros
2047,0001,24,Farense,Beira-Mar
2048,0001,24,Gil Vicente,SC Braga
2049,0001,24,Campomaiorense,E. Amadora
2050,0001,24,V. Guimarães,FC Porto
2051,0001,24,Boavista,Campomaiorense
2052,0001,25,SC Braga,Belenenses
2053,0001,25,E. Amadora,Marítimo
2054,0001,25,SL Benfica,Paços Ferreira
2055,0001,25,U. Leiria,Farense
2056,0001,25,Beira-Mar,V. Guimarães
2057,0001,25,Salgueiros,Gil Vicente
2058,0001,25,Desp. Aves,Alverca
2059,0001,25,FC Porto,Sporting CP
2060,0001,25,Marítimo,Boavista
2061,0001,26,Salgueiros,SC Braga
2062,0001,26,Campomaiorense,SL Benfica
2063,0001,26,V. Guimarães,U. Leiria
2064,0001,26,Alverca,FC Porto
2065,0001,26,Paços Ferreira,Belenenses
2066,0001,26,Farense,E. Amadora
2067,0001,26,Gil Vicente,Desp. Aves
2068,0001,26,Sporting CP,Beira-Mar
2069,0001,26,SC Braga,Paços Ferreira
2070,0001,27,U. Leiria,Sporting CP
2071,0001,27,SL Benfica,Marítimo
2072,0001,27,Boavista,Farense
2073,0001,27,Beira-Mar,Alverca
2074,0001,27,Belenenses,Campomaiorense
2075,0001,27,E. Amadora,V. Guimarães
2076,0001,27,Desp. Aves,Salgueiros
2077,0001,27,FC Porto,Gil Vicente
2078,0001,27,Farense,SL Benfica
2079,0001,28,Sporting CP,E. Amadora
2080,0001,28,Marítimo,Belenenses
2081,0001,28,Alverca,U. Leiria
2082,0001,28,Salgueiros,FC Porto
2083,0001,28,Desp. Aves,SC Braga
2084,0001,28,Gil Vicente,Beira-Mar
2085,0001,28,Campomaiorense,Paços Ferreira
2086,0001,28,V. Guimarães,Boavista
2087,0001,28,Marítimo,FC Porto
2088,0001,29,SC Braga,Campomaiorense
2089,0001,29,Boavista,Sporting CP
2090,0001,29,FC Porto,Desp. Aves
2091,0001,29,SL Benfica,V. Guimarães
2092,0001,29,U. Leiria,Gil Vicente
2093,0001,29,Beira-Mar,Salgueiros
2094,0001,29,Paços Ferreira,Marítimo
2095,0001,29,E. Amadora,Alverca
2096,0001,29,Belenenses,Farense
2097,0001,30,V. Guimarães,Belenenses
2098,0001,30,Alverca,Boavista
2099,0001,30,FC Porto,SC Braga
2100,0001,30,Marítimo,Campomaiorense
2101,0001,30,Salgueiros,U. Leiria
2102,0001,30,Desp. Aves,Beira-Mar
2103,0001,30,Farense,Paços Ferreira
2104,0001,30,Gil Vicente,E. Amadora
2105,0001,30,Sporting CP,SL Benfica
2106,0001,31,SL Benfica,Alverca
2107,0001,31,SC Braga,Marítimo
2108,0001,31,Boavista,Gil Vicente
2109,0001,31,U. Leiria,Desp. Aves
2110,0001,31,Beira-Mar,FC Porto
2111,0001,31,Belenenses,Sporting CP
2112,0001,31,Paços Ferreira,V. Guimarães
2113,0001,31,E. Amadora,Salgueiros
2114,0001,31,Campomaiorense,Farense
2115,0001,32,Sporting CP,Paços Ferreira
2116,0001,32,FC Porto,U. Leiria
2117,0001,32,Beira-Mar,SC Braga
2118,0001,32,V. Guimarães,Campomaiorense
2119,0001,32,Alverca,Belenenses
2120,0001,32,Salgueiros,Boavista
2121,0001,32,Desp. Aves,E. Amadora
2122,0001,32,Farense,Marítimo
2123,0001,32,Gil Vicente,SL Benfica
2124,0001,33,Boavista,Desp. Aves
2125,0001,33,Marítimo,V. Guimarães
2126,0001,33,SL Benfica,Salgueiros
2127,0001,33,U. Leiria,Beira-Mar
2128,0001,33,Belenenses,Gil Vicente
2129,0001,33,Paços Ferreira,Alverca
2130,0001,33,Farense,SC Braga
2131,0001,33,Campomaiorense,Sporting CP
2132,0001,33,E. Amadora,FC Porto
2133,0001,34,FC Porto,Boavista
2134,0001,34,Sporting CP,Marítimo
2135,0001,34,SC Braga,U. Leiria
2136,0001,34,Beira-Mar,E. Amadora
2137,0001,34,V. Guimarães,Farense
2138,0001,34,Alverca,Campomaiorense
2139,0001,34,Salgueiros,Belenenses
2140,0001,34,Desp. Aves,SL Benfica
2141,0001,34,Gil Vicente,Paços Ferreira
2142,0102,1,Boavista,Beira-Mar
2143,0102,1,SC Braga,U. Leiria
2144,0102,1,Varzim,SL Benfica
2145,0102,1,Sporting CP,FC Porto
2146,0102,1,V. Guimarães,Gil Vicente
2147,0102,1,Paços Ferreira,Belenenses
2148,0102,1,Salgueiros,Farense
2149,0102,1,Marítimo,V. Setúbal
2150,0102,1,Santa Clara,Alverca
2151,0102,2,Belenenses,Sporting CP
2152,0102,2,Gil Vicente,SC Braga
2153,0102,2,FC Porto,Boavista
2154,0102,2,SL Benfica,Salgueiros
2155,0102,2,U. Leiria,Santa Clara
2156,0102,2,Beira-Mar,Marítimo
2157,0102,2,Alverca,Paços Ferreira
2158,0102,2,V. Setúbal,Varzim
2159,0102,2,Farense,V. Guimarães
2160,0102,3,SL Benfica,V. Setúbal
2161,0102,3,Sporting CP,Alverca
2162,0102,3,Santa Clara,Gil Vicente
2163,0102,3,SC Braga,Farense
2164,0102,3,Boavista,Belenenses
2165,0102,3,Paços Ferreira,U. Leiria
2166,0102,3,Varzim,Beira-Mar
2167,0102,3,Marítimo,FC Porto
2168,0102,3,Salgueiros,V. Guimarães
2169,0102,4,Alverca,Boavista
2170,0102,4,U. Leiria,Sporting CP
2171,0102,4,Belenenses,Marítimo
2172,0102,4,FC Porto,Varzim
2173,0102,4,Beira-Mar,SL Benfica
2174,0102,4,V. Setúbal,Salgueiros
2175,0102,4,Farense,Santa Clara
2176,0102,4,Gil Vicente,Paços Ferreira
2177,0102,4,V. Guimarães,SC Braga
2178,0102,5,Varzim,Belenenses
2179,0102,5,SL Benfica,FC Porto
2180,0102,5,Boavista,U. Leiria
2181,0102,5,Sporting CP,Gil Vicente
2182,0102,5,Marítimo,Alverca
2183,0102,5,Paços Ferreira,Farense
2184,0102,5,V. Setúbal,Beira-Mar
2185,0102,5,Salgueiros,SC Braga
2186,0102,5,Santa Clara,V. Guimarães
2187,0102,6,SC Braga,Santa Clara
2188,0102,6,FC Porto,V. Setúbal
2189,0102,6,Gil Vicente,Boavista
2190,0102,6,U. Leiria,Marítimo
2191,0102,6,Beira-Mar,Salgueiros
2192,0102,6,V. Guimarães,Paços Ferreira
2193,0102,6,Alverca,Varzim
2194,0102,6,Belenenses,SL Benfica
2195,0102,6,Farense,Sporting CP
2196,0102,7,V. Setúbal,Belenenses
2197,0102,7,Beira-Mar,FC Porto
2198,0102,7,Paços Ferreira,SC Braga
2199,0102,7,SL Benfica,Alverca
2200,0102,7,Boavista,Farense
2201,0102,7,Varzim,U. Leiria
2202,0102,7,Salgueiros,Santa Clara
2203,0102,7,Sporting CP,V. Guimarães
2204,0102,7,Marítimo,Gil Vicente
2205,0102,8,Santa Clara,Boavista
2206,0102,8,V. Guimarães,Boavista
2207,0102,8,FC Porto,Salgueiros
2208,0102,8,SC Braga,Sporting CP
2209,0102,8,U. Leiria,SL Benfica
2210,0102,8,Santa Clara,Paços Ferreira
2211,0102,8,Alverca,V. Setúbal
2212,0102,8,Farense,Marítimo
2213,0102,8,Gil Vicente,Varzim
2214,0102,9,Belenenses,Beira-Mar
2215,0102,9,Marítimo,V. Guimarães
2216,0102,9,FC Porto,Belenenses
2217,0102,9,SL Benfica,Gil Vicente
2218,0102,9,Boavista,SC Braga
2219,0102,9,Beira-Mar,Alverca
2220,0102,9,V. Setúbal,U. Leiria
2221,0102,9,Varzim,Farense
2222,0102,9,Salgueiros,Paços Ferreira
2223,0102,10,Sporting CP,Santa Clara
2224,0102,10,Farense,SL Benfica
2225,0102,10,SC Braga,Marítimo
2226,0102,10,V. Guimarães,Varzim
2227,0102,10,Paços Ferreira,Sporting CP
2228,0102,10,U. Leiria,Beira-Mar
2229,0102,10,Alverca,FC Porto
2230,0102,10,Gil Vicente,V. Setúbal
2231,0102,10,Belenenses,Salgueiros
2232,0102,11,Varzim,SC Braga
2233,0102,11,SL Benfica,V. Guimarães
2234,0102,11,V. Setúbal,Farense
2235,0102,11,FC Porto,U. Leiria
2236,0102,11,Marítimo,Santa Clara
2237,0102,11,Beira-Mar,Gil Vicente
2238,0102,11,Belenenses,Alverca
2239,0102,11,Salgueiros,Sporting CP
2240,0102,11,Boavista,Paços Ferreira
2241,0102,12,V. Guimarães,V. Setúbal
2242,0102,12,SC Braga,SL Benfica
2243,0102,12,Alverca,Salgueiros
2244,0102,12,U. Leiria,Belenenses
2245,0102,12,Paços Ferreira,Marítimo
2246,0102,12,Santa Clara,Varzim
2247,0102,12,Farense,Beira-Mar
2248,0102,12,Gil Vicente,FC Porto
2249,0102,12,Sporting CP,Boavista
2250,0102,13,FC Porto,Farense
2251,0102,13,Marítimo,Sporting CP
2252,0102,13,Salgueiros,Boavista
2253,0102,13,SL Benfica,Santa Clara
2254,0102,13,Beira-Mar,V. Guimarães
2255,0102,13,Alverca,U. Leiria
2256,0102,13,Belenenses,Gil Vicente
2257,0102,13,Varzim,Paços Ferreira
2258,0102,13,V. Setúbal,SC Braga
2259,0102,14,Farense,Belenenses
2260,0102,14,SC Braga,Beira-Mar
2261,0102,14,V. Guimarães,FC Porto
2262,0102,14,Paços Ferreira,SL Benfica
2263,0102,14,Sporting CP,Varzim
2264,0102,14,Boavista,Marítimo
2265,0102,14,U. Leiria,Salgueiros
2266,0102,14,Santa Clara,V. Setúbal
2267,0102,14,FC Porto,SC Braga
2268,0102,15,SL Benfica,Sporting CP
2269,0102,15,U. Leiria,Gil Vicente
2270,0102,15,Beira-Mar,Santa Clara
2271,0102,15,Alverca,Farense
2272,0102,15,Belenenses,V. Guimarães
2273,0102,15,V. Setúbal,Paços Ferreira
2274,0102,15,Varzim,Boavista
2275,0102,15,Salgueiros,Marítimo
2276,0102,15,Sporting CP,V. Setúbal
2277,0102,16,SC Braga,Belenenses
2278,0102,16,Marítimo,Varzim
2279,0102,16,V. Guimarães,Alverca
2280,0102,16,Paços Ferreira,Beira-Mar
2281,0102,16,Salgueiros,Gil Vicente
2282,0102,16,Santa Clara,FC Porto
2283,0102,16,Farense,U. Leiria
2284,0102,16,Boavista,SL Benfica
2285,0102,16,Alverca,SC Braga
2286,0102,17,SL Benfica,Marítimo
2287,0102,17,U. Leiria,V. Guimarães
2288,0102,17,Beira-Mar,Sporting CP
2289,0102,17,FC Porto,Paços Ferreira
2290,0102,17,Belenenses,Santa Clara
2291,0102,17,Varzim,Salgueiros
2292,0102,17,Gil Vicente,Farense
2293,0102,17,V. Setúbal,Boavista
2294,0102,17,Gil Vicente,V. Guimarães
2295,0102,18,FC Porto,Sporting CP
2296,0102,18,SL Benfica,Varzim
2297,0102,18,Farense,Salgueiros
2298,0102,18,U. Leiria,SC Braga
2299,0102,18,Alverca,Santa Clara
2300,0102,18,Belenenses,Paços Ferreira
2301,0102,18,V. Setúbal,Marítimo
2302,0102,18,Beira-Mar,Boavista
2303,0102,18,V. Guimarães,Farense
2304,0102,19,Salgueiros,SL Benfica
2305,0102,19,Sporting CP,Belenenses
2306,0102,19,Marítimo,Beira-Mar
2307,0102,19,Boavista,FC Porto
2308,0102,19,Paços Ferreira,Alverca
2309,0102,19,Varzim,V. Setúbal
2310,0102,19,Santa Clara,U. Leiria
2311,0102,19,SC Braga,Gil Vicente
2312,0102,19,FC Porto,Marítimo
2313,0102,20,V. Guimarães,Salgueiros
2314,0102,20,Alverca,Sporting CP
2315,0102,20,U. Leiria,Paços Ferreira
2316,0102,20,Beira-Mar,Varzim
2317,0102,20,Belenenses,Boavista
2318,0102,20,V. Setúbal,SL Benfica
2319,0102,20,Farense,SC Braga
2320,0102,20,Gil Vicente,Santa Clara
2321,0102,20,Boavista,Alverca
2322,0102,21,Sporting CP,U. Leiria
2323,0102,21,SC Braga,V. Guimarães
2324,0102,21,SL Benfica,Beira-Mar
2325,0102,21,Marítimo,Belenenses
2326,0102,21,Paços Ferreira,Gil Vicente
2327,0102,21,Varzim,FC Porto
2328,0102,21,Salgueiros,V. Setúbal
2329,0102,21,Santa Clara,Farense
2330,0102,21,V. Guimarães,Santa Clara
2331,0102,22,Belenenses,Varzim
2332,0102,22,SC Braga,Salgueiros
2333,0102,22,U. Leiria,Boavista
2334,0102,22,Beira-Mar,V. Setúbal
2335,0102,22,Alverca,Marítimo
2336,0102,22,FC Porto,SL Benfica
2337,0102,22,Farense,Paços Ferreira
2338,0102,22,Gil Vicente,Sporting CP
2339,0102,22,Boavista,Gil Vicente
2340,0102,23,V. Setúbal,FC Porto
2341,0102,23,SL Benfica,Belenenses
2342,0102,23,Sporting CP,Farense
2343,0102,23,Paços Ferreira,V. Guimarães
2344,0102,23,Varzim,Alverca
2345,0102,23,Salgueiros,Beira-Mar
2346,0102,23,Santa Clara,SC Braga
2347,0102,23,Marítimo,U. Leiria
2348,0102,23,V. Guimarães,Sporting CP
2349,0102,24,FC Porto,Beira-Mar
2350,0102,24,Farense,Boavista
2351,0102,24,U. Leiria,Varzim
2352,0102,24,Alverca,SL Benfica
2353,0102,24,Santa Clara,Salgueiros
2354,0102,24,Gil Vicente,Marítimo
2355,0102,24,SC Braga,Paços Ferreira
2356,0102,24,Belenenses,V. Setúbal
2357,0102,24,SL Benfica,U. Leiria
2358,0102,25,Sporting CP,SC Braga
2359,0102,25,Marítimo,Farense
2360,0102,25,Boavista,V. Guimarães
2361,0102,25,Paços Ferreira,Santa Clara
2362,0102,25,V. Setúbal,Alverca
2363,0102,25,Varzim,Gil Vicente
2364,0102,25,Salgueiros,FC Porto
2365,0102,25,Beira-Mar,Belenenses
2366,0102,25,Belenenses,FC Porto
2367,0102,26,SC Braga,Boavista
2368,0102,26,Gil Vicente,SL Benfica
2369,0102,26,U. Leiria,V. Setúbal
2370,0102,26,Alverca,Beira-Mar
2371,0102,26,Paços Ferreira,Salgueiros
2372,0102,26,Santa Clara,Sporting CP
2373,0102,26,Farense,Varzim
2374,0102,26,V. Guimarães,Marítimo
2375,0102,26,Salgueiros,Belenenses
2376,0102,27,FC Porto,Alverca
2377,0102,27,Sporting CP,Paços Ferreira
2378,0102,27,Marítimo,SC Braga
2379,0102,27,Boavista,Santa Clara
2380,0102,27,Beira-Mar,U. Leiria
2381,0102,27,V. Setúbal,Gil Vicente
2382,0102,27,Varzim,V. Guimarães
2383,0102,27,SL Benfica,Farense
2384,0102,27,Sporting CP,Salgueiros
2385,0102,28,V. Guimarães,SL Benfica
2386,0102,28,Gil Vicente,Beira-Mar
2387,0102,28,SC Braga,Varzim
2388,0102,28,U. Leiria,FC Porto
2389,0102,28,Paços Ferreira,Boavista
2390,0102,28,Santa Clara,Marítimo
2391,0102,28,Farense,V. Setúbal
2392,0102,28,Alverca,Belenenses
2393,0102,28,FC Porto,Gil Vicente
2394,0102,29,SL Benfica,SC Braga
2395,0102,29,Marítimo,Paços Ferreira
2396,0102,29,Boavista,Sporting CP
2397,0102,29,Beira-Mar,Farense
2398,0102,29,V. Setúbal,V. Guimarães
2399,0102,29,Varzim,Santa Clara
2400,0102,29,Salgueiros,Alverca
2401,0102,29,Belenenses,U. Leiria
2402,0102,29,Gil Vicente,Alverca
2403,0102,30,Boavista,Salgueiros
2404,0102,30,Santa Clara,SL Benfica
2405,0102,30,Farense,FC Porto
2406,0102,30,Sporting CP,Marítimo
2407,0102,30,U. Leiria,Alverca
2408,0102,30,V. Guimarães,Beira-Mar
2409,0102,30,Paços Ferreira,Varzim
2410,0102,30,Gil Vicente,Belenenses
2411,0102,30,SC Braga,V. Setúbal
2412,0102,31,Marítimo,Boavista
2413,0102,31,FC Porto,V. Guimarães
2414,0102,31,Varzim,Sporting CP
2415,0102,31,SL Benfica,Paços Ferreira
2416,0102,31,Beira-Mar,SC Braga
2417,0102,31,Alverca,Gil Vicente
2418,0102,31,Belenenses,Farense
2419,0102,31,V. Setúbal,Santa Clara
2420,0102,31,Salgueiros,U. Leiria
2421,0102,32,V. Guimarães,Belenenses
2422,0102,32,SC Braga,FC Porto
2423,0102,32,Boavista,Varzim
2424,0102,32,Sporting CP,SL Benfica
2425,0102,32,Paços Ferreira,V. Setúbal
2426,0102,32,Santa Clara,Beira-Mar
2427,0102,32,Farense,Alverca
2428,0102,32,Gil Vicente,U. Leiria
2429,0102,32,Marítimo,Salgueiros
2430,0102,33,Belenenses,SC Braga
2431,0102,33,FC Porto,Santa Clara
2432,0102,33,V. Setúbal,Sporting CP
2433,0102,33,SL Benfica,Boavista
2434,0102,33,U. Leiria,Farense
2435,0102,33,Beira-Mar,Paços Ferreira
2436,0102,33,Varzim,Marítimo
2437,0102,33,Gil Vicente,Salgueiros
2438,0102,33,Alverca,V. Guimarães
2439,0102,34,Sporting CP,Beira-Mar
2440,0102,34,SC Braga,Alverca
2441,0102,34,Marítimo,SL Benfica
2442,0102,34,Boavista,V. Setúbal
2443,0102,34,V. Guimarães,U. Leiria
2444,0102,34,Paços Ferreira,FC Porto
2445,0102,34,Salgueiros,Varzim
2446,0102,34,Santa Clara,Belenenses
2447,0102,34,Farense,Gil Vicente
2448,0405,1,Belenenses,Marítimo
2449,0405,1,Sporting CP,Gil Vicente
2450,0405,1,Penafiel,V. Setúbal
2451,0405,1,Estoril,Rio Ave
2452,0405,1,Moreirense,V. Guimarães
2453,0405,1,Boavista,Nacional
2454,0405,1,Beira-Mar,SL Benfica
2455,0405,1,Académica,SC Braga
2456,0405,1,FC Porto,U. Leiria
2457,0405,2,V. Guimarães,Académica
2458,0405,2,Gil Vicente,Boavista
2459,0405,2,Marítimo,Penafiel
2460,0405,2,U. Leiria,Estoril
2461,0405,2,SC Braga,FC Porto
2462,0405,2,SL Benfica,Moreirense
2463,0405,2,Nacional,Beira-Mar
2464,0405,2,V. Setúbal,Sporting CP
2465,0405,2,Rio Ave,Belenenses
2466,0405,3,Boavista,V. Setúbal
2467,0405,3,FC Porto,Estoril
2468,0405,3,Belenenses,U. Leiria
2469,0405,3,Beira-Mar,Gil Vicente
2470,0405,3,Moreirense,Nacional
2471,0405,3,Penafiel,Rio Ave
2472,0405,3,Académica,SL Benfica
2473,0405,3,Sporting CP,Marítimo
2474,0405,3,SC Braga,V. Guimarães
2475,0405,4,V. Setúbal,Beira-Mar
2476,0405,4,Marítimo,Boavista
2477,0405,4,V. Guimarães,FC Porto
2478,0405,4,Gil Vicente,Moreirense
2479,0405,4,Nacional,Académica
2480,0405,4,U. Leiria,Penafiel
2481,0405,4,SL Benfica,SC Braga
2482,0405,4,Rio Ave,Sporting CP
2483,0405,4,Estoril,Belenenses
2484,0405,5,Boavista,Rio Ave
2485,0405,5,Académica,Gil Vicente
2486,0405,5,Moreirense,V. Setúbal
2487,0405,5,Penafiel,Estoril
2488,0405,5,FC Porto,Belenenses
2489,0405,5,V. Guimarães,SL Benfica
2490,0405,5,Sporting CP,U. Leiria
2491,0405,5,SC Braga,Nacional
2492,0405,5,Beira-Mar,Marítimo
2493,0405,6,Gil Vicente,SC Braga
2494,0405,6,Marítimo,Moreirense
2495,0405,6,Nacional,V. Guimarães
2496,0405,6,Estoril,Sporting CP
2497,0405,6,Belenenses,Penafiel
2498,0405,6,Rio Ave,Beira-Mar
2499,0405,6,U. Leiria,Boavista
2500,0405,6,SL Benfica,FC Porto
2501,0405,6,V. Setúbal,Académica
2502,0405,7,Boavista,Estoril
2503,0405,7,Moreirense,Rio Ave
2504,0405,7,SC Braga,V. Setúbal
2505,0405,7,Sporting CP,Belenenses
2506,0405,7,Académica,Marítimo
2507,0405,7,V. Guimarães,Gil Vicente
2508,0405,7,Beira-Mar,U. Leiria
2509,0405,7,SL Benfica,Nacional
2510,0405,7,FC Porto,Penafiel
2511,0405,8,Penafiel,Sporting CP
2512,0405,8,Nacional,FC Porto
2513,0405,8,U. Leiria,Moreirense
2514,0405,8,Rio Ave,Académica
2515,0405,8,Estoril,Beira-Mar
2516,0405,8,Belenenses,Boavista
2517,0405,8,Gil Vicente,SL Benfica
2518,0405,8,Marítimo,SC Braga
2519,0405,8,V. Setúbal,V. Guimarães
2520,0405,9,Beira-Mar,Belenenses
2521,0405,9,V. Guimarães,Marítimo
2522,0405,9,Boavista,Penafiel
2523,0405,9,Moreirense,Estoril
2524,0405,9,Nacional,Gil Vicente
2525,0405,9,SC Braga,Rio Ave
