,Season,SeasonOrder,Team,Round,TotalPoints,Position
712,1920,26,Famalicão,9,22,3
713,1920,26,Sporting CP,9,17,4
714,1920,26,V. Guimarães,9,15,5
715,1920,26,Boavista,9,15,6
716,1920,26,Rio Ave,9,12,7
717,1920,26,Tondela,9,12,8
718,1920,26,Santa Clara,9,12,9
719,1920,26,SC Braga,9,11,10
720,1920,26,Marítimo,9,10,11
721,1920,26,V. Setúbal,9,9,12
722,1920,26,Moreirense,9,9,13
723,1920,26,Belenenses,9,8,14
724,1920,26,Gil Vicente,9,7,15
725,1920,26,Portimonense,9,6,16
726,1920,26,Paços Ferreira,9,5,17
727,1920,26,Desp. Aves,9,3,18
728,1920,26,SL Benfica,10,27,1
729,1920,26,FC Porto,10,25,2
730,1920,26,Famalicão,10,23,3
731,1920,26,Sporting CP,10,17,4
732,1920,26,V. Guimarães,10,16,5
733,1920,26,Tondela,10,15,6
734,1920,26,Boavista,10,15,7
735,1920,26,Santa Clara,10,13,8
736,1920,26,Rio Ave,10,12,9
737,1920,26,SC Braga,10,12,10
738,1920,26,V. Setúbal,10,12,11
739,1920,26,Belenenses,10,11,12
740,1920,26,Marítimo,10,10,13
741,1920,26,Gil Vicente,10,10,14
742,1920,26,Moreirense,10,10,15
743,1920,26,Portimonense,10,7,16
744,1920,26,Paços Ferreira,10,5,17
745,1920,26,Desp. Aves,10,3,18
746,1920,26,SL Benfica,11,30,1
747,1920,26,FC Porto,11,28,2
748,1920,26,Famalicão,11,24,3
749,1920,26,Sporting CP,11,20,4
750,1920,26,V. Guimarães,11,16,5
751,1920,26,SC Braga,11,15,6
752,1920,26,Rio Ave,11,15,7
753,1920,26,Boavista,11,15,8
754,1920,26,Tondela,11,15,9
755,1920,26,Santa Clara,11,13,10
756,1920,26,Gil Vicente,11,13,11
757,1920,26,V. Setúbal,11,12,12
758,1920,26,Moreirense,11,11,13
759,1920,26,Marítimo,11,11,14
760,1920,26,Belenenses,11,11,15
761,1920,26,Portimonense,11,8,16
762,1920,26,Paços Ferreira,11,8,17
763,1920,26,Desp. Aves,11,3,18
764,1920,26,SL Benfica,12,33,1
765,1920,26,FC Porto,12,31,2
766,1920,26,Famalicão,12,24,3
767,1920,26,Sporting CP,12,20,4
768,1920,26,SC Braga,12,18,5
769,1920,26,Boavista,12,18,6
770,1920,26,V. Guimarães,12,17,7
771,1920,26,Gil Vicente,12,16,8
772,1920,26,Rio Ave,12,15,9
773,1920,26,Tondela,12,15,10
774,1920,26,Belenenses,12,14,11
775,1920,26,Moreirense,12,14,12
776,1920,26,Santa Clara,12,13,13
777,1920,26,V. Setúbal,12,13,14
778,1920,26,Portimonense,12,11,15
779,1920,26,Marítimo,12,11,16
780,1920,26,Paços Ferreira,12,8,17
781,1920,26,Desp. Aves,12,3,18
782,1920,26,SL Benfica,13,36,1
783,1920,26,FC Porto,13,32,2
784,1920,26,Famalicão,13,24,3
785,1920,26,Sporting CP,13,23,4
786,1920,26,V. Guimarães,13,20,5
787,1920,26,Boavista,13,18,6
788,1920,26,Rio Ave,13,18,7
789,1920,26,Tondela,13,18,8
790,1920,26,SC Braga,13,18,9
791,1920,26,V. Setúbal,13,16,10
792,1920,26,Gil Vicente,13,16,11
793,1920,26,Belenenses,13,15,12
794,1920,26,Moreirense,13,14,13
795,1920,26,Santa Clara,13,14,14
796,1920,26,Marítimo,13,12,15
797,1920,26,Portimonense,13,11,16
798,1920,26,Paços Ferreira,13,8,17
799,1920,26,Desp. Aves,13,6,18
800,1920,26,SL Benfica,14,39,1
801,1920,26,FC Porto,14,35,2
802,1920,26,Sporting CP,14,26,3
803,1920,26,Famalicão,14,24,4
804,1920,26,V. Guimarães,14,21,5
805,1920,26,V. Setúbal,14,19,6
806,1920,26,Rio Ave,14,19,7
807,1920,26,Tondela,14,18,8
808,1920,26,SC Braga,14,18,9
809,1920,26,Boavista,14,18,10
810,1920,26,Moreirense,14,17,11
811,1920,26,Gil Vicente,14,17,12
812,1920,26,Belenenses,14,15,13
813,1920,26,Marítimo,14,15,14
814,1920,26,Santa Clara,14,14,15
815,1920,26,Portimonense,14,12,16
816,1920,26,Paços Ferreira,14,11,17
817,1920,26,Desp. Aves,14,6,18
818,1920,26,SL Benfica,15,42,1
819,1920,26,FC Porto,15,38,2
820,1920,26,Famalicão,15,27,3
821,1920,26,Sporting CP,15,26,4
822,1920,26,SC Braga,15,21,5
823,1920,26,V. Guimarães,15,21,6
824,1920,26,V. Setúbal,15,19,7
825,1920,26,Tondela,15,19,8
826,1920,26,Boavista,15,19,9
827,1920,26,Rio Ave,15,19,10
828,1920,26,Gil Vicente,15,18,11
829,1920,26,Marítimo,15,18,12
830,1920,26,Moreirense,15,17,13
831,1920,26,Santa Clara,15,17,14
832,1920,26,Belenenses,15,15,15
833,1920,26,Paços Ferreira,15,14,16
834,1920,26,Portimonense,15,13,17
835,1920,26,Desp. Aves,15,6,18
836,1920,26,SL Benfica,16,45,1
837,1920,26,FC Porto,16,41,2
838,1920,26,Famalicão,16,30,3
839,1920,26,Sporting CP,16,29,4
840,1920,26,SC Braga,16,24,5
841,1920,26,Rio Ave,16,22,6
842,1920,26,V. Guimarães,16,22,7
843,1920,26,Gil Vicente,16,21,8
844,1920,26,Boavista,16,19,9
845,1920,26,V. Setúbal,16,19,10
846,1920,26,Marítimo,16,19,11
847,1920,26,Tondela,16,19,12
848,1920,26,Moreirense,16,17,13
849,1920,26,Santa Clara,16,17,14
850,1920,26,Paços Ferreira,16,15,15
851,1920,26,Belenenses,16,15,16
852,1920,26,Portimonense,16,14,17
853,1920,26,Desp. Aves,16,6,18
854,1920,26,SL Benfica,17,48,1
855,1920,26,FC Porto,17,41,2
856,1920,26,Famalicão,17,31,3
857,1920,26,Sporting CP,17,29,4
858,1920,26,SC Braga,17,27,5
859,1920,26,Rio Ave,17,25,6
860,1920,26,V. Guimarães,17,25,7
861,1920,26,V. Setúbal,17,22,8
862,1920,26,Gil Vicente,17,22,9
863,1920,26,Marítimo,17,20,10
864,1920,26,Tondela,17,20,11
865,1920,26,Boavista,17,19,12
866,1920,26,Moreirense,17,18,13
867,1920,26,Santa Clara,17,17,14
868,1920,26,Paços Ferreira,17,16,15
869,1920,26,Belenenses,17,15,16
870,1920,26,Portimonense,17,14,17
871,1920,26,Desp. Aves,17,9,18
872,1920,26,SL Benfica,18,51,1
873,1920,26,FC Porto,18,44,2
874,1920,26,Sporting CP,18,32,3
875,1920,26,Famalicão,18,31,4
876,1920,26,SC Braga,18,30,5
877,1920,26,Rio Ave,18,28,6
878,1920,26,V. Guimarães,18,25,7
879,1920,26,V. Setúbal,18,25,8
880,1920,26,Gil Vicente,18,22,9
881,1920,26,Boavista,18,22,10
882,1920,26,Marítimo,18,20,11
883,1920,26,Tondela,18,20,12
884,1920,26,Santa Clara,18,20,13
885,1920,26,Moreirense,18,18,14
886,1920,26,Belenenses,18,18,15
887,1920,26,Paços Ferreira,18,16,16
888,1920,26,Portimonense,18,14,17
889,1920,26,Desp. Aves,18,9,18
890,1920,26,SL Benfica,19,54,1
891,1920,26,FC Porto,19,47,2
892,1920,26,SC Braga,19,33,3
893,1920,26,Famalicão,19,32,4
894,1920,26,Sporting CP,19,32,5
895,1920,26,Rio Ave,19,29,6
896,1920,26,Boavista,19,25,7
897,1920,26,V. Guimarães,19,25,8
898,1920,26,V. Setúbal,19,25,9
899,1920,26,Santa Clara,19,23,10
900,1920,26,Tondela,19,23,11
901,1920,26,Gil Vicente,19,22,12
902,1920,26,Moreirense,19,21,13
903,1920,26,Marítimo,19,20,14
904,1920,26,Belenenses,19,18,15
905,1920,26,Paços Ferreira,19,16,16
906,1920,26,Portimonense,19,14,17
907,1920,26,Desp. Aves,19,12,18
908,1920,26,SL Benfica,20,54,1
909,1920,26,FC Porto,20,50,2
910,1920,26,Sporting CP,20,35,3
911,1920,26,SC Braga,20,34,4
912,1920,26,Rio Ave,20,32,5
913,1920,26,Famalicão,20,32,6
914,1920,26,V. Guimarães,20,28,7
915,1920,26,Boavista,20,28,8
916,1920,26,Santa Clara,20,26,9
917,1920,26,V. Setúbal,20,26,10
918,1920,26,Tondela,20,24,11
919,1920,26,Gil Vicente,20,23,12
920,1920,26,Moreirense,20,22,13
921,1920,26,Marítimo,20,21,14
922,1920,26,Belenenses,20,18,15
923,1920,26,Paços Ferreira,20,16,16
924,1920,26,Portimonense,20,14,17
925,1920,26,Desp. Aves,20,12,18
926,1920,26,SL Benfica,21,54,1
927,1920,26,FC Porto,21,53,2
928,1920,26,SC Braga,21,37,3
929,1920,26,Sporting CP,21,36,4
930,1920,26,Famalicão,21,33,5
931,1920,26,Rio Ave,21,33,6
932,1920,26,Santa Clara,21,29,7
933,1920,26,Boavista,21,28,8
934,1920,26,V. Guimarães,21,28,9
935,1920,26,V. Setúbal,21,26,10
936,1920,26,Gil Vicente,21,26,11
937,1920,26,Marítimo,21,24,12
938,1920,26,Tondela,21,24,13
939,1920,26,Moreirense,21,23,14
940,1920,26,Belenenses,21,21,15
941,1920,26,Paços Ferreira,21,16,16
942,1920,26,Portimonense,21,15,17
943,1920,26,Desp. Aves,21,13,18
944,1920,26,SL Benfica,22,57,1
945,1920,26,FC Porto,22,56,2
946,1920,26,SC Braga,22,40,3
947,1920,26,Sporting CP,22,39,4
948,1920,26,Rio Ave,22,36,5
949,1920,26,Famalicão,22,33,6
950,1920,26,V. Guimarães,22,31,7
951,1920,26,Santa Clara,22,29,8
952,1920,26,Boavista,22,28,9
953,1920,26,Moreirense,22,26,10
954,1920,26,V. Setúbal,22,26,11
955,1920,26,Gil Vicente,22,26,12
956,1920,26,Marítimo,22,24,13
957,1920,26,Belenenses,22,24,14
958,1920,26,Tondela,22,24,15
959,1920,26,Paços Ferreira,22,19,16
960,1920,26,Portimonense,22,15,17
961,1920,26,Desp. Aves,22,13,18
962,1920,26,FC Porto,23,59,1
963,1920,26,SL Benfica,23,58,2
964,1920,26,SC Braga,23,43,3
965,1920,26,Sporting CP,23,39,4
966,1920,26,Rio Ave,23,37,5
967,1920,26,Famalicão,23,36,6
968,1920,26,V. Guimarães,23,34,7
969,1920,26,Gil Vicente,23,29,8
970,1920,26,Santa Clara,23,29,9
971,1920,26,Boavista,23,28,10
972,1920,26,V. Setúbal,23,27,11
973,1920,26,Moreirense,23,27,12
974,1920,26,Belenenses,23,25,13
975,1920,26,Marítimo,23,24,14
976,1920,26,Tondela,23,24,15
977,1920,26,Paços Ferreira,23,22,16
978,1920,26,Portimonense,23,16,17
979,1920,26,Desp. Aves,23,13,18
980,1920,26,FC Porto,24,60,1
981,1920,26,SL Benfica,24,59,2
982,1920,26,SC Braga,24,46,3
983,1920,26,Sporting CP,24,42,4
984,1920,26,Rio Ave,24,38,5
985,1920,26,Famalicão,24,37,6
986,1920,26,V. Guimarães,24,37,7
987,1920,26,Moreirense,24,30,8
988,1920,26,Gil Vicente,24,30,9
989,1920,26,Santa Clara,24,30,10
990,1920,26,Boavista,24,29,11
991,1920,26,V. Setúbal,24,28,12
992,1920,26,Belenenses,24,26,13
993,1920,26,Tondela,24,25,14
994,1920,26,Marítimo,24,24,15
995,1920,26,Paços Ferreira,24,22,16
996,1920,26,Portimonense,24,16,17
997,1920,26,Desp. Aves,24,13,18
998,1920,26,FC Porto,25,60,1
999,1920,26,SL Benfica,25,60,2
1000,1920,26,SC Braga,25,46,3
1001,1920,26,Sporting CP,25,43,4
1002,1920,26,Famalicão,25,40,5
1003,1920,26,Rio Ave,25,38,6
1004,1920,26,V. Guimarães,25,38,7
1005,1920,26,Santa Clara,25,33,8
1006,1920,26,Moreirense,25,33,9
1007,1920,26,Gil Vicente,25,30,10
1008,1920,26,Boavista,25,29,11
1009,1920,26,V. Setúbal,25,29,12
1010,1920,26,Belenenses,25,29,13
1011,1920,26,Tondela,25,26,14
1012,1920,26,Paços Ferreira,25,25,15
1013,1920,26,Marítimo,25,25,16
1014,1920,26,Portimonense,25,19,17
1015,1920,26,Desp. Aves,25,13,18
1016,1920,26,FC Porto,26,63,1
1017,1920,26,SL Benfica,26,61,2
1018,1920,26,SC Braga,26,46,3
1019,1920,26,Sporting CP,26,46,4
1020,1920,26,Famalicão,26,43,5
1021,1920,26,Rio Ave,26,41,6
1022,1920,26,V. Guimarães,26,39,7
1023,1920,26,Santa Clara,26,34,8
1024,1920,26,Moreirense,26,33,9
1025,1920,26,Boavista,26,32,10
1026,1920,26,Belenenses,26,30,11
1027,1920,26,V. Setúbal,26,30,12
1028,1920,26,Gil Vicente,26,30,13
1029,1920,26,Tondela,26,29,14
1030,1920,26,Marítimo,26,25,15
1031,1920,26,Paços Ferreira,26,25,16
1032,1920,26,Portimonense,26,20,17
1033,1920,26,Desp. Aves,26,13,18
1034,1920,26,SL Benfica,27,64,1
1035,1920,26,FC Porto,27,64,2
1036,1920,26,Sporting CP,27,49,3
1037,1920,26,SC Braga,27,47,4
1038,1920,26,Famalicão,27,44,5
1039,1920,26,Rio Ave,27,41,6
1040,1920,26,V. Guimarães,27,40,7
1041,1920,26,Boavista,27,35,8
1042,1920,26,Santa Clara,27,35,9
1043,1920,26,Moreirense,27,34,10
1044,1920,26,Belenenses,27,30,11
1045,1920,26,Gil Vicente,27,30,12
1046,1920,26,V. Setúbal,27,30,13
1047,1920,26,Tondela,27,29,14
1048,1920,26,Paços Ferreira,27,28,15
1049,1920,26,Marítimo,27,28,16
1050,1920,26,Portimonense,27,21,17
1051,1920,26,Desp. Aves,27,14,18
1052,1920,26,FC Porto,28,67,1
1053,1920,26,SL Benfica,28,64,2
1054,1920,26,Sporting CP,28,52,3
1055,1920,26,SC Braga,28,50,4
1056,1920,26,Famalicão,28,45,5
1057,1920,26,Rio Ave,28,44,6
1058,1920,26,V. Guimarães,28,40,7
1059,1920,26,Santa Clara,28,38,8
1060,1920,26,Moreirense,28,35,9
1061,1920,26,Boavista,28,35,10
1062,1920,26,Gil Vicente,28,33,11
1063,1920,26,Paços Ferreira,28,31,12
1064,1920,26,V. Setúbal,28,30,13
1065,1920,26,Belenenses,28,30,14
1066,1920,26,Tondela,28,29,15
1067,1920,26,Marítimo,28,28,16
1068,1920,26,Portimonense,28,24,17
1069,1920,26,Desp. Aves,28,14,18
1070,1920,26,FC Porto,29,70,1
1071,1920,26,SL Benfica,29,64,2
1072,1920,26,Sporting CP,29,55,3
1073,1920,26,SC Braga,29,50,4
1074,1920,26,Rio Ave,29,47,5
1075,1920,26,Famalicão,29,45,6
1076,1920,26,V. Guimarães,29,43,7
1077,1920,26,Boavista,29,38,8
1078,1920,26,Moreirense,29,38,9
1079,1920,26,Santa Clara,29,38,10
1080,1920,26,Gil Vicente,29,33,11
1081,1920,26,Paços Ferreira,29,31,12
1082,1920,26,Marítimo,29,31,13
1083,1920,26,Belenenses,29,31,14
1084,1920,26,V. Setúbal,29,30,15
1085,1920,26,Tondela,29,30,16
1086,1920,26,Portimonense,29,27,17
1087,1920,26,Desp. Aves,29,14,18
1088,1920,26,FC Porto,30,73,1
1089,1920,26,SL Benfica,30,67,2
1090,1920,26,Sporting CP,30,56,3
1091,1920,26,SC Braga,30,53,4
1092,1920,26,Famalicão,30,48,5
1093,1920,26,Rio Ave,30,47,6
1094,1920,26,V. Guimarães,30,46,7
1095,1920,26,Moreirense,30,39,8
1096,1920,26,Santa Clara,30,38,9
1097,1920,26,Boavista,30,38,10
1098,1920,26,Gil Vicente,30,36,11
1099,1920,26,Marítimo,30,34,12
1100,1920,26,Paços Ferreira,30,34,13
1101,1920,26,Belenenses,30,31,14
1102,1920,26,Tondela,30,30,15
1103,1920,26,V. Setúbal,30,30,16
1104,1920,26,Portimonense,30,27,17
1105,1920,26,Desp. Aves,30,14,18
1106,1920,26,FC Porto,31,76,1
1107,1920,26,SL Benfica,31,68,2
1108,1920,26,Sporting CP,31,59,3
1109,1920,26,SC Braga,31,56,4
1110,1920,26,Rio Ave,31,50,5
1111,1920,26,Famalicão,31,49,6
1112,1920,26,V. Guimarães,31,46,7
1113,1920,26,Moreirense,31,42,8
1114,1920,26,Gil Vicente,31,39,9
1115,1920,26,Santa Clara,31,38,10
1116,1920,26,Boavista,31,38,11
1117,1920,26,Marítimo,31,37,12
1118,1920,26,Paços Ferreira,31,34,13
1119,1920,26,Belenenses,31,31,14
1120,1920,26,Tondela,31,30,15
1121,1920,26,V. Setúbal,31,30,16
1122,1920,26,Portimonense,31,27,17
1123,1920,26,Desp. Aves,31,17,18
1124,1920,26,FC Porto,32,79,1
1125,1920,26,SL Benfica,32,71,2
1126,1920,26,Sporting CP,32,59,3
1127,1920,26,SC Braga,32,57,4
1128,1920,26,Famalicão,32,52,5
1129,1920,26,Rio Ave,32,51,6
1130,1920,26,V. Guimarães,32,46,7
1131,1920,26,Moreirense,32,43,8
1132,1920,26,Gil Vicente,32,42,9
1133,1920,26,Santa Clara,32,41,10
1134,1920,26,Boavista,32,38,11
1135,1920,26,Marítimo,32,38,12
1136,1920,26,Paços Ferreira,32,35,13
1137,1920,26,Belenenses,32,32,14
1138,1920,26,Portimonense,32,30,15
1139,1920,26,Tondela,32,30,16
1140,1920,26,V. Setúbal,32,30,17
1141,1920,26,Desp. Aves,32,17,18
1142,1920,26,FC Porto,33,82,1
1143,1920,26,SL Benfica,33,74,2
1144,1920,26,Sporting CP,33,60,3
1145,1920,26,SC Braga,33,57,4
1146,1920,26,Famalicão,33,53,5
1147,1920,26,Rio Ave,33,52,6
1148,1920,26,V. Guimarães,33,49,7
1149,1920,26,Moreirense,33,43,8
1150,1920,26,Santa Clara,33,42,9
1151,1920,26,Gil Vicente,33,42,10
1152,1920,26,Boavista,33,39,11
1153,1920,26,Marítimo,33,38,12
1154,1920,26,Paços Ferreira,33,38,13
1155,1920,26,Belenenses,33,35,14
1156,1920,26,Tondela,33,33,15
1157,1920,26,V. Setúbal,33,31,16
1158,1920,26,Portimonense,33,30,17
1159,1920,26,Desp. Aves,33,17,18
1160,1920,26,FC Porto,34,82,1
1161,1920,26,SL Benfica,34,77,2
1162,1920,26,Sporting CP,34,60,3
1163,1920,26,SC Braga,34,60,4
1164,1920,26,Rio Ave,34,55,5
1165,1920,26,Famalicão,34,54,6
1166,1920,26,V. Guimarães,34,50,7
1167,1920,26,Moreirense,34,43,8
1168,1920,26,Santa Clara,34,43,9
1169,1920,26,Gil Vicente,34,43,10
1170,1920,26,Marítimo,34,39,11
1171,1920,26,Boavista,34,39,12
1172,1920,26,Paços Ferreira,34,39,13
1173,1920,26,Tondela,34,36,14
1174,1920,26,Belenenses,34,35,15
1175,1920,26,V. Setúbal,34,34,16
1176,1920,26,Portimonense,34,33,17
1177,1920,26,Desp. Aves,34,17,18
1178,1819,25,SL Benfica,1,3,1
1179,1819,25,Belenenses,1,3,2
1180,1819,25,SC Braga,1,3,3
1181,1819,25,Sporting CP,1,3,4
1182,1819,25,Marítimo,1,3,5
1183,1819,25,Feirense,1,3,6
1184,1819,25,Boavista,1,3,7
1185,1819,25,V. Setúbal,1,3,8
1186,1819,25,FC Porto,1,3,9
1187,1819,25,Tondela,1,0,10
1188,1819,25,Desp. Aves,1,0,11
1189,1819,25,V. Guimarães,1,0,12
1190,1819,25,Santa Clara,1,0,13
1191,1819,25,Moreirense,1,0,14
1192,1819,25,Desp. Chaves,1,0,15
1193,1819,25,Nacional,1,0,16
1194,1819,25,Portimonense,1,0,17
1195,1819,25,Rio Ave,1,0,18
1196,1819,25,FC Porto,2,6,1
1197,1819,25,SL Benfica,2,6,2
1198,1819,25,Sporting CP,2,6,3
1199,1819,25,Feirense,2,6,4
1200,1819,25,SC Braga,2,4,5
1201,1819,25,Desp. Chaves,2,3,6
1202,1819,25,Boavista,2,3,7
1203,1819,25,V. Setúbal,2,3,8
1204,1819,25,Belenenses,2,3,9
1205,1819,25,Moreirense,2,3,10
1206,1819,25,Rio Ave,2,3,11
1207,1819,25,Marítimo,2,3,12
1208,1819,25,Tondela,2,1,13
1209,1819,25,Santa Clara,2,1,14
1210,1819,25,Desp. Aves,2,1,15
1211,1819,25,Portimonense,2,0,16
1212,1819,25,Nacional,2,0,17
1213,1819,25,V. Guimarães,2,0,18
1214,1819,25,Feirense,3,7,1
1215,1819,25,SL Benfica,3,7,2
1216,1819,25,Sporting CP,3,7,3
1217,1819,25,SC Braga,3,7,4
1218,1819,25,Marítimo,3,6,5
1219,1819,25,FC Porto,3,6,6
1220,1819,25,Moreirense,3,4,7
1221,1819,25,Rio Ave,3,4,8
1222,1819,25,Boavista,3,4,9
1223,1819,25,Belenenses,3,4,10
1224,1819,25,Desp. Chaves,3,3,11
1225,1819,25,V. Setúbal,3,3,12
1226,1819,25,Nacional,3,3,13
1227,1819,25,V. Guimarães,3,3,14
1228,1819,25,Tondela,3,2,15
1229,1819,25,Santa Clara,3,2,16
1230,1819,25,Desp. Aves,3,1,17
1231,1819,25,Portimonense,3,1,18
1232,1819,25,SL Benfica,4,10,1
1233,1819,25,Sporting CP,4,10,2
1234,1819,25,SC Braga,4,10,3
1235,1819,25,Marítimo,4,9,4
1236,1819,25,FC Porto,4,9,5
1237,1819,25,Feirense,4,7,6
1238,1819,25,Rio Ave,4,7,7
1239,1819,25,V. Guimarães,4,6,8
1240,1819,25,Belenenses,4,5,9
1241,1819,25,Santa Clara,4,5,10
1242,1819,25,V. Setúbal,4,4,11
1243,1819,25,Boavista,4,4,12
1244,1819,25,Moreirense,4,4,13
1245,1819,25,Desp. Chaves,4,3,14
1246,1819,25,Nacional,4,3,15
1247,1819,25,Tondela,4,2,16
1248,1819,25,Desp. Aves,4,1,17
1249,1819,25,Portimonense,4,1,18
1250,1819,25,SC Braga,5,13,1
1251,1819,25,SL Benfica,5,13,2
1252,1819,25,FC Porto,5,12,3
1253,1819,25,Sporting CP,5,10,4
1254,1819,25,Marítimo,5,10,5
1255,1819,25,Rio Ave,5,10,6
1256,1819,25,Feirense,5,8,7
1257,1819,25,V. Guimarães,5,6,8
1258,1819,25,Belenenses,5,6,9
1259,1819,25,Desp. Chaves,5,6,10
1260,1819,25,Santa Clara,5,5,11
1261,1819,25,Tondela,5,5,12
1262,1819,25,Moreirense,5,4,13
1263,1819,25,Boavista,5,4,14
1264,1819,25,Portimonense,5,4,15
1265,1819,25,Nacional,5,4,16
1266,1819,25,V. Setúbal,5,4,17
1267,1819,25,Desp. Aves,5,1,18
1268,1819,25,SC Braga,6,16,1
1269,1819,25,FC Porto,6,15,2
1270,1819,25,SL Benfica,6,14,3
1271,1819,25,Rio Ave,6,13,4
1272,1819,25,Sporting CP,6,13,5
1273,1819,25,Marítimo,6,10,6
1274,1819,25,Santa Clara,6,8,7
1275,1819,25,Feirense,6,8,8
1276,1819,25,V. Guimarães,6,7,9
1277,1819,25,Desp. Chaves,6,7,10
1278,1819,25,Moreirense,6,7,11
1279,1819,25,Belenenses,6,6,12
1280,1819,25,V. Setúbal,6,5,13
1281,1819,25,Tondela,6,5,14
1282,1819,25,Boavista,6,4,15
1283,1819,25,Nacional,6,4,16
1284,1819,25,Desp. Aves,6,4,17
1285,1819,25,Portimonense,6,4,18
1286,1819,25,SC Braga,7,17,1
1287,1819,25,SL Benfica,7,17,2
1288,1819,25,FC Porto,7,15,3
1289,1819,25,Rio Ave,7,14,4
1290,1819,25,Sporting CP,7,13,5
1291,1819,25,Santa Clara,7,11,6
1292,1819,25,Marítimo,7,10,7
1293,1819,25,V. Guimarães,7,10,8
1294,1819,25,Feirense,7,9,9
1295,1819,25,V. Setúbal,7,8,10
1296,1819,25,Belenenses,7,7,11
1297,1819,25,Desp. Chaves,7,7,12
1298,1819,25,Boavista,7,7,13
1299,1819,25,Portimonense,7,7,14
1300,1819,25,Moreirense,7,7,15
1301,1819,25,Tondela,7,6,16
1302,1819,25,Nacional,7,5,17
1303,1819,25,Desp. Aves,7,4,18
1304,1819,25,FC Porto,8,18,1
1305,1819,25,SC Braga,8,18,2
1306,1819,25,SL Benfica,8,17,3
1307,1819,25,Rio Ave,8,17,4
1308,1819,25,Sporting CP,8,16,5
1309,1819,25,Santa Clara,8,14,6
1310,1819,25,V. Guimarães,8,11,7
1311,1819,25,V. Setúbal,8,11,8
1312,1819,25,Belenenses,8,10,9
1313,1819,25,Moreirense,8,10,10
1314,1819,25,Marítimo,8,10,11
1315,1819,25,Portimonense,8,10,12
1316,1819,25,Feirense,8,9,13
1317,1819,25,Boavista,8,7,14
1318,1819,25,Desp. Chaves,8,7,15
1319,1819,25,Tondela,8,6,16
1320,1819,25,Nacional,8,5,17
1321,1819,25,Desp. Aves,8,4,18
1322,1819,25,SC Braga,9,21,1
1323,1819,25,FC Porto,9,21,2
1324,1819,25,Sporting CP,9,19,3
1325,1819,25,Rio Ave,9,18,4
1326,1819,25,SL Benfica,9,17,5
1327,1819,25,Santa Clara,9,14,6
1328,1819,25,Moreirense,9,13,7
1329,1819,25,V. Guimarães,9,12,8
1330,1819,25,Portimonense,9,11,9
1331,1819,25,Belenenses,9,11,10
1332,1819,25,V. Setúbal,9,11,11
1333,1819,25,Marítimo,9,10,12
1334,1819,25,Tondela,9,9,13
1335,1819,25,Feirense,9,9,14
1336,1819,25,Boavista,9,8,15
1337,1819,25,Desp. Chaves,9,7,16
1338,1819,25,Desp. Aves,9,7,17
1339,1819,25,Nacional,9,6,18
1340,1819,25,FC Porto,10,24,1
1341,1819,25,Sporting CP,10,22,2
1342,1819,25,SC Braga,10,21,3
1343,1819,25,SL Benfica,10,20,4
1344,1819,25,Rio Ave,10,18,5
1345,1819,25,Moreirense,10,16,6
1346,1819,25,V. Guimarães,10,15,7
1347,1819,25,Santa Clara,10,14,8
1348,1819,25,V. Setúbal,10,14,9
1349,1819,25,Belenenses,10,12,10
1350,1819,25,Portimonense,10,11,11
1351,1819,25,Desp. Aves,10,10,12
1352,1819,25,Marítimo,10,10,13
1353,1819,25,Boavista,10,9,14
1354,1819,25,Nacional,10,9,15
1355,1819,25,Feirense,10,9,16
1356,1819,25,Tondela,10,9,17
1357,1819,25,Desp. Chaves,10,7,18
1358,1819,25,FC Porto,11,27,1
1359,1819,25,Sporting CP,11,25,2
1360,1819,25,SC Braga,11,24,3
1361,1819,25,SL Benfica,11,23,4
1362,1819,25,Rio Ave,11,18,5
1363,1819,25,V. Guimarães,11,18,6
1364,1819,25,V. Setúbal,11,17,7
1365,1819,25,Moreirense,11,16,8
1366,1819,25,Belenenses,11,15,9
1367,1819,25,Portimonense,11,14,10
1368,1819,25,Santa Clara,11,14,11
1369,1819,25,Nacional,11,12,12
1370,1819,25,Desp. Aves,11,10,13
1371,1819,25,Marítimo,11,10,14
1372,1819,25,Boavista,11,9,15
1373,1819,25,Tondela,11,9,16
1374,1819,25,Feirense,11,9,17
1375,1819,25,Desp. Chaves,11,7,18
1376,1819,25,FC Porto,12,30,1
1377,1819,25,Sporting CP,12,28,2
1378,1819,25,SC Braga,12,27,3
1379,1819,25,SL Benfica,12,26,4
1380,1819,25,V. Guimarães,12,21,5
1381,1819,25,Rio Ave,12,18,6
1382,1819,25,Belenenses,12,18,7
1383,1819,25,V. Setúbal,12,17,8
1384,1819,25,Santa Clara,12,17,9
1385,1819,25,Moreirense,12,16,10
1386,1819,25,Portimonense,12,14,11
1387,1819,25,Nacional,12,13,12
1388,1819,25,Marítimo,12,11,13
1389,1819,25,Boavista,12,10,14
1390,1819,25,Desp. Aves,12,10,15
1391,1819,25,Feirense,12,10,16
1392,1819,25,Tondela,12,9,17
1393,1819,25,Desp. Chaves,12,7,18
1394,1819,25,FC Porto,13,33,1
1395,1819,25,Sporting CP,13,31,2
1396,1819,25,SC Braga,13,30,3
1397,1819,25,SL Benfica,13,29,4
1398,1819,25,V. Guimarães,13,22,5
1399,1819,25,Moreirense,13,19,6
1400,1819,25,Belenenses,13,19,7
1401,1819,25,Rio Ave,13,19,8
