,Season,SeasonOrder,Team,Round,TotalPoints,Position
7453,0607,13,Desp. Aves,21,12,16
7454,0607,13,FC Porto,22,52,1
7455,0607,13,SL Benfica,22,51,2
7456,0607,13,Sporting CP,22,46,3
7457,0607,13,SC Braga,22,35,4
7458,0607,13,Belenenses,22,34,5
7459,0607,13,Paços Ferreira,22,32,6
7460,0607,13,Nacional,22,31,7
7461,0607,13,U. Leiria,22,30,8
7462,0607,13,Marítimo,22,29,9
7463,0607,13,Naval,22,28,10
7464,0607,13,Boavista,22,25,11
7465,0607,13,E. Amadora,22,24,12
7466,0607,13,Académica,22,20,13
7467,0607,13,V. Setúbal,22,16,14
7468,0607,13,Beira-Mar,22,15,15
7469,0607,13,Desp. Aves,22,13,16
7470,0607,13,FC Porto,23,53,1
7471,0607,13,SL Benfica,23,52,2
7472,0607,13,Sporting CP,23,49,3
7473,0607,13,SC Braga,23,38,4
7474,0607,13,Belenenses,23,37,5
7475,0607,13,Paços Ferreira,23,32,6
7476,0607,13,Nacional,23,32,7
7477,0607,13,U. Leiria,23,31,8
7478,0607,13,Marítimo,23,29,9
7479,0607,13,Naval,23,29,10
7480,0607,13,Boavista,23,28,11
7481,0607,13,E. Amadora,23,24,12
7482,0607,13,Académica,23,21,13
7483,0607,13,V. Setúbal,23,19,14
7484,0607,13,Beira-Mar,23,15,15
7485,0607,13,Desp. Aves,23,13,16
7486,0607,13,FC Porto,24,56,1
7487,0607,13,SL Benfica,24,53,2
7488,0607,13,Sporting CP,24,52,3
7489,0607,13,Belenenses,24,40,4
7490,0607,13,SC Braga,24,38,5
7491,0607,13,Paços Ferreira,24,35,6
7492,0607,13,Nacional,24,32,7
7493,0607,13,U. Leiria,24,31,8
7494,0607,13,Marítimo,24,30,9
7495,0607,13,Naval,24,30,10
7496,0607,13,Boavista,24,28,11
7497,0607,13,E. Amadora,24,25,12
7498,0607,13,Académica,24,22,13
7499,0607,13,V. Setúbal,24,19,14
7500,0607,13,Desp. Aves,24,16,15
7501,0607,13,Beira-Mar,24,16,16
7502,0607,13,FC Porto,25,59,1
7503,0607,13,Sporting CP,25,55,2
7504,0607,13,SL Benfica,25,54,3
7505,0607,13,Belenenses,25,43,4
7506,0607,13,SC Braga,25,39,5
7507,0607,13,Paços Ferreira,25,36,6
7508,0607,13,U. Leiria,25,32,7
7509,0607,13,Nacional,25,32,8
7510,0607,13,Naval,25,31,9
7511,0607,13,Marítimo,25,30,10
7512,0607,13,Boavista,25,29,11
7513,0607,13,E. Amadora,25,25,12
7514,0607,13,Académica,25,22,13
7515,0607,13,Desp. Aves,25,19,14
7516,0607,13,V. Setúbal,25,19,15
7517,0607,13,Beira-Mar,25,19,16
7518,0607,13,FC Porto,26,62,1
7519,0607,13,Sporting CP,26,58,2
7520,0607,13,SL Benfica,26,57,3
7521,0607,13,Belenenses,26,43,4
7522,0607,13,SC Braga,26,40,5
7523,0607,13,Paços Ferreira,26,39,6
7524,0607,13,U. Leiria,26,35,7
7525,0607,13,Nacional,26,32,8
7526,0607,13,Naval,26,31,9
7527,0607,13,Marítimo,26,30,10
7528,0607,13,Boavista,26,29,11
7529,0607,13,E. Amadora,26,28,12
7530,0607,13,Académica,26,25,13
7531,0607,13,V. Setúbal,26,20,14
7532,0607,13,Desp. Aves,26,19,15
7533,0607,13,Beira-Mar,26,19,16
7534,0607,13,FC Porto,27,62,1
7535,0607,13,Sporting CP,27,59,2
7536,0607,13,SL Benfica,27,58,3
7537,0607,13,Belenenses,27,46,4
7538,0607,13,SC Braga,27,43,5
7539,0607,13,Paços Ferreira,27,40,6
7540,0607,13,U. Leiria,27,36,7
7541,0607,13,Nacional,27,35,8
7542,0607,13,Boavista,27,32,9
7543,0607,13,Naval,27,31,10
7544,0607,13,Marítimo,27,31,11
7545,0607,13,E. Amadora,27,28,12
7546,0607,13,Académica,27,25,13
7547,0607,13,Desp. Aves,27,22,14
7548,0607,13,V. Setúbal,27,21,15
7549,0607,13,Beira-Mar,27,19,16
7550,0607,13,FC Porto,28,65,1
7551,0607,13,Sporting CP,28,62,2
7552,0607,13,SL Benfica,28,61,3
7553,0607,13,SC Braga,28,46,4
7554,0607,13,Belenenses,28,46,5
7555,0607,13,Paços Ferreira,28,40,6
7556,0607,13,U. Leiria,28,39,7
7557,0607,13,Nacional,28,35,8
7558,0607,13,Boavista,28,32,9
7559,0607,13,Marítimo,28,32,10
7560,0607,13,Naval,28,31,11
7561,0607,13,E. Amadora,28,31,12
7562,0607,13,Académica,28,26,13
7563,0607,13,Beira-Mar,28,22,14
7564,0607,13,Desp. Aves,28,22,15
7565,0607,13,V. Setúbal,28,21,16
7566,0607,13,FC Porto,29,66,1
7567,0607,13,Sporting CP,29,65,2
7568,0607,13,SL Benfica,29,64,3
7569,0607,13,Belenenses,29,49,4
7570,0607,13,SC Braga,29,49,5
7571,0607,13,Paços Ferreira,29,41,6
7572,0607,13,U. Leiria,29,40,7
7573,0607,13,Nacional,29,38,8
7574,0607,13,E. Amadora,29,34,9
7575,0607,13,Marítimo,29,32,10
7576,0607,13,Boavista,29,32,11
7577,0607,13,Naval,29,32,12
7578,0607,13,Académica,29,26,13
7579,0607,13,Desp. Aves,29,22,14
7580,0607,13,Beira-Mar,29,22,15
7581,0607,13,V. Setúbal,29,21,16
7582,0607,13,FC Porto,30,69,1
7583,0607,13,Sporting CP,30,68,2
7584,0607,13,SL Benfica,30,67,3
7585,0607,13,SC Braga,30,50,4
7586,0607,13,Belenenses,30,49,5
7587,0607,13,Paços Ferreira,30,42,6
7588,0607,13,U. Leiria,30,41,7
7589,0607,13,Nacional,30,39,8
7590,0607,13,Boavista,30,35,9
7591,0607,13,E. Amadora,30,35,10
7592,0607,13,Marítimo,30,32,11
7593,0607,13,Naval,30,32,12
7594,0607,13,Académica,30,26,13
7595,0607,13,V. Setúbal,30,24,14
7596,0607,13,Beira-Mar,30,23,15
7597,0607,13,Desp. Aves,30,22,16
7598,0506,12,Sporting CP,1,3,1
7599,0506,12,Gil Vicente,1,3,2
7600,0506,12,FC Porto,1,3,3
7601,0506,12,Rio Ave,1,3,4
7602,0506,12,Nacional,1,3,5
7603,0506,12,Naval,1,3,6
7604,0506,12,SC Braga,1,3,7
7605,0506,12,V. Setúbal,1,1,8
7606,0506,12,Boavista,1,1,9
7607,0506,12,SL Benfica,1,1,10
7608,0506,12,Académica,1,1,11
7609,0506,12,Marítimo,1,0,12
7610,0506,12,V. Guimarães,1,0,13
7611,0506,12,Belenenses,1,0,14
7612,0506,12,Paços Ferreira,1,0,15
7613,0506,12,Penafiel,1,0,16
7614,0506,12,E. Amadora,1,0,17
7615,0506,12,U. Leiria,1,0,18
7616,0506,12,FC Porto,2,6,1
7617,0506,12,SC Braga,2,6,2
7618,0506,12,Gil Vicente,2,6,3
7619,0506,12,Rio Ave,2,6,4
7620,0506,12,Sporting CP,2,6,5
7621,0506,12,Nacional,2,4,6
7622,0506,12,Naval,2,3,7
7623,0506,12,Belenenses,2,3,8
7624,0506,12,Paços Ferreira,2,3,9
7625,0506,12,Académica,2,2,10
7626,0506,12,Boavista,2,2,11
7627,0506,12,V. Setúbal,2,1,12
7628,0506,12,SL Benfica,2,1,13
7629,0506,12,E. Amadora,2,1,14
7630,0506,12,Marítimo,2,0,15
7631,0506,12,V. Guimarães,2,0,16
7632,0506,12,U. Leiria,2,0,17
7633,0506,12,Penafiel,2,0,18
7634,0506,12,FC Porto,3,9,1
7635,0506,12,Sporting CP,3,9,2
7636,0506,12,SC Braga,3,9,3
7637,0506,12,Nacional,3,7,4
7638,0506,12,Belenenses,3,6,5
7639,0506,12,Rio Ave,3,6,6
7640,0506,12,Gil Vicente,3,6,7
7641,0506,12,Boavista,3,5,8
7642,0506,12,V. Setúbal,3,4,9
7643,0506,12,E. Amadora,3,4,10
7644,0506,12,Naval,3,3,11
7645,0506,12,Paços Ferreira,3,3,12
7646,0506,12,Académica,3,2,13
7647,0506,12,SL Benfica,3,1,14
7648,0506,12,U. Leiria,3,1,15
7649,0506,12,Marítimo,3,1,16
7650,0506,12,Penafiel,3,0,17
7651,0506,12,V. Guimarães,3,0,18
7652,0506,12,Nacional,4,10,1
7653,0506,12,FC Porto,4,10,2
7654,0506,12,SC Braga,4,10,3
7655,0506,12,Sporting CP,4,9,4
7656,0506,12,Belenenses,4,9,5
7657,0506,12,Rio Ave,4,9,6
7658,0506,12,V. Setúbal,4,7,7
7659,0506,12,Paços Ferreira,4,6,8
7660,0506,12,Gil Vicente,4,6,9
7661,0506,12,Boavista,4,6,10
7662,0506,12,Naval,4,4,11
7663,0506,12,SL Benfica,4,4,12
7664,0506,12,E. Amadora,4,4,13
7665,0506,12,Académica,4,2,14
7666,0506,12,Marítimo,4,2,15
7667,0506,12,Penafiel,4,1,16
7668,0506,12,U. Leiria,4,1,17
7669,0506,12,V. Guimarães,4,0,18
7670,0506,12,FC Porto,5,13,1
7671,0506,12,Sporting CP,5,12,2
7672,0506,12,SC Braga,5,11,3
7673,0506,12,Nacional,5,11,4
7674,0506,12,Boavista,5,9,5
7675,0506,12,Belenenses,5,9,6
7676,0506,12,Gil Vicente,5,9,7
7677,0506,12,Rio Ave,5,9,8
7678,0506,12,SL Benfica,5,7,9
7679,0506,12,V. Setúbal,5,7,10
7680,0506,12,Naval,5,7,11
7681,0506,12,Paços Ferreira,5,6,12
7682,0506,12,E. Amadora,5,5,13
7683,0506,12,V. Guimarães,5,3,14
7684,0506,12,Académica,5,2,15
7685,0506,12,U. Leiria,5,2,16
7686,0506,12,Marítimo,5,2,17
7687,0506,12,Penafiel,5,1,18
7688,0506,12,SC Braga,6,14,1
7689,0506,12,FC Porto,6,14,2
7690,0506,12,Nacional,6,14,3
7691,0506,12,Sporting CP,6,12,4
7692,0506,12,V. Setúbal,6,10,5
7693,0506,12,Rio Ave,6,10,6
7694,0506,12,Boavista,6,10,7
7695,0506,12,SL Benfica,6,10,8
7696,0506,12,Belenenses,6,9,9
7697,0506,12,Gil Vicente,6,9,10
7698,0506,12,Paços Ferreira,6,9,11
7699,0506,12,E. Amadora,6,8,12
7700,0506,12,Naval,6,7,13
7701,0506,12,Académica,6,5,14
7702,0506,12,Marítimo,6,3,15
7703,0506,12,V. Guimarães,6,3,16
7704,0506,12,U. Leiria,6,2,17
7705,0506,12,Penafiel,6,1,18
7706,0506,12,SC Braga,7,17,1
7707,0506,12,Nacional,7,15,2
7708,0506,12,FC Porto,7,14,3
7709,0506,12,Boavista,7,13,4
7710,0506,12,SL Benfica,7,13,5
7711,0506,12,V. Setúbal,7,13,6
7712,0506,12,Sporting CP,7,12,7
7713,0506,12,Rio Ave,7,10,8
7714,0506,12,Naval,7,10,9
7715,0506,12,Belenenses,7,9,10
7716,0506,12,Paços Ferreira,7,9,11
7717,0506,12,E. Amadora,7,9,12
7718,0506,12,Gil Vicente,7,9,13
7719,0506,12,Académica,7,8,14
7720,0506,12,U. Leiria,7,5,15
7721,0506,12,Marítimo,7,4,16
7722,0506,12,V. Guimarães,7,4,17
7723,0506,12,Penafiel,7,1,18
7724,0506,12,SC Braga,8,20,1
7725,0506,12,FC Porto,8,17,2
7726,0506,12,SL Benfica,8,16,3
7727,0506,12,Nacional,8,15,4
7728,0506,12,Sporting CP,8,13,5
7729,0506,12,V. Setúbal,8,13,6
7730,0506,12,Boavista,8,13,7
7731,0506,12,Rio Ave,8,13,8
7732,0506,12,Naval,8,10,9
7733,0506,12,Paços Ferreira,8,10,10
7734,0506,12,Gil Vicente,8,10,11
7735,0506,12,Belenenses,8,9,12
7736,0506,12,E. Amadora,8,9,13
7737,0506,12,U. Leiria,8,8,14
7738,0506,12,Académica,8,8,15
7739,0506,12,Marítimo,8,7,16
7740,0506,12,V. Guimarães,8,7,17
7741,0506,12,Penafiel,8,2,18
7742,0506,12,SC Braga,9,23,1
7743,0506,12,FC Porto,9,18,2
7744,0506,12,Nacional,9,18,3
7745,0506,12,SL Benfica,9,17,4
7746,0506,12,V. Setúbal,9,14,5
7747,0506,12,Boavista,9,14,6
7748,0506,12,Sporting CP,9,14,7
7749,0506,12,Rio Ave,9,14,8
7750,0506,12,Paços Ferreira,9,13,9
7751,0506,12,U. Leiria,9,11,10
7752,0506,12,Naval,9,11,11
7753,0506,12,Gil Vicente,9,10,12
7754,0506,12,E. Amadora,9,9,13
7755,0506,12,Belenenses,9,9,14
7756,0506,12,Académica,9,8,15
7757,0506,12,Marítimo,9,8,16
7758,0506,12,V. Guimarães,9,7,17
7759,0506,12,Penafiel,9,5,18
7760,0506,12,SC Braga,10,23,1
7761,0506,12,Nacional,10,21,2
7762,0506,12,FC Porto,10,21,3
7763,0506,12,SL Benfica,10,18,4
7764,0506,12,Sporting CP,10,17,5
7765,0506,12,V. Setúbal,10,17,6
7766,0506,12,Boavista,10,15,7
7767,0506,12,Rio Ave,10,15,8
7768,0506,12,Paços Ferreira,10,13,9
7769,0506,12,Académica,10,11,10
7770,0506,12,Marítimo,10,11,11
7771,0506,12,Gil Vicente,10,11,12
7772,0506,12,U. Leiria,10,11,13
7773,0506,12,Naval,10,11,14
7774,0506,12,Belenenses,10,10,15
7775,0506,12,E. Amadora,10,9,16
7776,0506,12,V. Guimarães,10,7,17
7777,0506,12,Penafiel,10,6,18
7778,0506,12,SC Braga,11,26,1
7779,0506,12,FC Porto,11,24,2
7780,0506,12,Nacional,11,24,3
7781,0506,12,V. Setúbal,11,20,4
7782,0506,12,Sporting CP,11,20,5
7783,0506,12,SL Benfica,11,18,6
7784,0506,12,Boavista,11,18,7
7785,0506,12,Rio Ave,11,15,8
7786,0506,12,Paços Ferreira,11,14,9
7787,0506,12,Marítimo,11,14,10
7788,0506,12,Naval,11,11,11
7789,0506,12,Gil Vicente,11,11,12
7790,0506,12,U. Leiria,11,11,13
7791,0506,12,Académica,11,11,14
7792,0506,12,E. Amadora,11,10,15
7793,0506,12,Belenenses,11,10,16
7794,0506,12,V. Guimarães,11,10,17
7795,0506,12,Penafiel,11,6,18
7796,0506,12,Nacional,12,27,1
7797,0506,12,FC Porto,12,27,2
7798,0506,12,SC Braga,12,26,3
7799,0506,12,V. Setúbal,12,23,4
7800,0506,12,Sporting CP,12,23,5
7801,0506,12,Boavista,12,19,6
7802,0506,12,SL Benfica,12,19,7
7803,0506,12,Paços Ferreira,12,17,8
7804,0506,12,Marítimo,12,15,9
7805,0506,12,Rio Ave,12,15,10
7806,0506,12,Académica,12,14,11
7807,0506,12,U. Leiria,12,12,12
7808,0506,12,Belenenses,12,11,13
7809,0506,12,Naval,12,11,14
7810,0506,12,Gil Vicente,12,11,15
7811,0506,12,E. Amadora,12,10,16
7812,0506,12,V. Guimarães,12,10,17
7813,0506,12,Penafiel,12,7,18
7814,0506,12,FC Porto,13,28,1
7815,0506,12,Nacional,13,27,2
7816,0506,12,V. Setúbal,13,26,3
7817,0506,12,SC Braga,13,26,4
7818,0506,12,Sporting CP,13,24,5
7819,0506,12,SL Benfica,13,22,6
7820,0506,12,Boavista,13,22,7
7821,0506,12,Paços Ferreira,13,18,8
7822,0506,12,Académica,13,17,9
7823,0506,12,Rio Ave,13,16,10
7824,0506,12,U. Leiria,13,15,11
7825,0506,12,Marítimo,13,15,12
7826,0506,12,Belenenses,13,14,13
7827,0506,12,E. Amadora,13,13,14
7828,0506,12,Naval,13,11,15
7829,0506,12,Gil Vicente,13,11,16
7830,0506,12,V. Guimarães,13,10,17
7831,0506,12,Penafiel,13,7,18
7832,0506,12,FC Porto,14,31,1
7833,0506,12,Nacional,14,30,2
7834,0506,12,V. Setúbal,14,29,3
7835,0506,12,SC Braga,14,26,4
7836,0506,12,SL Benfica,14,25,5
7837,0506,12,Sporting CP,14,24,6
7838,0506,12,Boavista,14,22,7
7839,0506,12,Paços Ferreira,14,21,8
7840,0506,12,Académica,14,18,9
7841,0506,12,Rio Ave,14,17,10
7842,0506,12,E. Amadora,14,16,11
7843,0506,12,Marítimo,14,15,12
7844,0506,12,U. Leiria,14,15,13
7845,0506,12,Gil Vicente,14,14,14
7846,0506,12,Belenenses,14,14,15
7847,0506,12,V. Guimarães,14,13,16
7848,0506,12,Naval,14,11,17
7849,0506,12,Penafiel,14,7,18
7850,0506,12,FC Porto,15,34,1
7851,0506,12,Nacional,15,30,2
7852,0506,12,V. Setúbal,15,29,3
7853,0506,12,SC Braga,15,29,4
7854,0506,12,SL Benfica,15,28,5
7855,0506,12,Sporting CP,15,27,6
7856,0506,12,Boavista,15,23,7
7857,0506,12,Paços Ferreira,15,21,8
7858,0506,12,Rio Ave,15,20,9
7859,0506,12,U. Leiria,15,18,10
7860,0506,12,Marítimo,15,18,11
7861,0506,12,Académica,15,18,12
7862,0506,12,Belenenses,15,17,13
7863,0506,12,E. Amadora,15,16,14
7864,0506,12,V. Guimarães,15,14,15
7865,0506,12,Gil Vicente,15,14,16
7866,0506,12,Naval,15,11,17
7867,0506,12,Penafiel,15,7,18
7868,0506,12,FC Porto,16,37,1
7869,0506,12,Nacional,16,33,2
7870,0506,12,SL Benfica,16,31,3
7871,0506,12,Sporting CP,16,30,4
7872,0506,12,SC Braga,16,29,5
7873,0506,12,V. Setúbal,16,29,6
7874,0506,12,Boavista,16,23,7
7875,0506,12,Paços Ferreira,16,21,8
7876,0506,12,Marítimo,16,21,9
7877,0506,12,U. Leiria,16,21,10
7878,0506,12,Rio Ave,16,20,11
7879,0506,12,Belenenses,16,20,12
7880,0506,12,E. Amadora,16,19,13
7881,0506,12,Académica,16,18,14
7882,0506,12,Gil Vicente,16,17,15
7883,0506,12,V. Guimarães,16,14,16
7884,0506,12,Naval,16,11,17
7885,0506,12,Penafiel,16,7,18
7886,0506,12,FC Porto,17,40,1
7887,0506,12,Nacional,17,34,2
7888,0506,12,SL Benfica,17,34,3
7889,0506,12,SC Braga,17,32,4
7890,0506,12,Sporting CP,17,30,5
7891,0506,12,V. Setúbal,17,30,6
7892,0506,12,U. Leiria,17,24,7
7893,0506,12,Boavista,17,23,8
7894,0506,12,E. Amadora,17,22,9
7895,0506,12,Marítimo,17,22,10
7896,0506,12,Paços Ferreira,17,21,11
7897,0506,12,Gil Vicente,17,20,12
7898,0506,12,Rio Ave,17,20,13
7899,0506,12,Belenenses,17,20,14
7900,0506,12,Académica,17,19,15
7901,0506,12,Naval,17,14,16
7902,0506,12,V. Guimarães,17,14,17
7903,0506,12,Penafiel,17,7,18
7904,0506,12,FC Porto,18,40,1
7905,0506,12,SL Benfica,18,37,2
7906,0506,12,SC Braga,18,35,3
7907,0506,12,Nacional,18,35,4
7908,0506,12,Sporting CP,18,33,5
7909,0506,12,V. Setúbal,18,30,6
7910,0506,12,Boavista,18,26,7
7911,0506,12,E. Amadora,18,25,8
7912,0506,12,U. Leiria,18,24,9
7913,0506,12,Rio Ave,18,23,10
7914,0506,12,Marítimo,18,23,11
7915,0506,12,Paços Ferreira,18,22,12
7916,0506,12,Gil Vicente,18,21,13
7917,0506,12,Belenenses,18,20,14
7918,0506,12,Académica,18,19,15
7919,0506,12,V. Guimarães,18,15,16
7920,0506,12,Naval,18,15,17
7921,0506,12,Penafiel,18,7,18
7922,0506,12,FC Porto,19,43,1
7923,0506,12,SL Benfica,19,40,2
7924,0506,12,Nacional,19,36,3
7925,0506,12,SC Braga,19,36,4
7926,0506,12,Sporting CP,19,34,5
7927,0506,12,V. Setúbal,19,33,6
7928,0506,12,Boavista,19,29,7
7929,0506,12,U. Leiria,19,25,8
7930,0506,12,E. Amadora,19,25,9
7931,0506,12,Rio Ave,19,24,10
7932,0506,12,Marítimo,19,24,11
7933,0506,12,Paços Ferreira,19,22,12
7934,0506,12,Belenenses,19,21,13
7935,0506,12,Gil Vicente,19,21,14
7936,0506,12,Académica,19,20,15
7937,0506,12,V. Guimarães,19,16,16
7938,0506,12,Naval,19,15,17
7939,0506,12,Penafiel,19,8,18
7940,0506,12,FC Porto,20,44,1
7941,0506,12,SL Benfica,20,40,2
7942,0506,12,SC Braga,20,39,3
7943,0506,12,Nacional,20,39,4
7944,0506,12,Sporting CP,20,37,5
7945,0506,12,V. Setúbal,20,33,6
7946,0506,12,Boavista,20,32,7
7947,0506,12,Marítimo,20,27,8
7948,0506,12,U. Leiria,20,25,9
7949,0506,12,Rio Ave,20,25,10
7950,0506,12,E. Amadora,20,25,11
7951,0506,12,Belenenses,20,24,12
7952,0506,12,Académica,20,23,13
7953,0506,12,Paços Ferreira,20,22,14
7954,0506,12,Gil Vicente,20,21,15
7955,0506,12,Naval,20,18,16
7956,0506,12,V. Guimarães,20,16,17
7957,0506,12,Penafiel,20,8,18
7958,0506,12,FC Porto,21,45,1
7959,0506,12,SC Braga,21,40,2
7960,0506,12,SL Benfica,21,40,3
7961,0506,12,Sporting CP,21,40,4
7962,0506,12,Nacional,21,39,5
7963,0506,12,Boavista,21,35,6
7964,0506,12,V. Setúbal,21,33,7
7965,0506,12,U. Leiria,21,28,8
7966,0506,12,Marítimo,21,27,9
7967,0506,12,E. Amadora,21,26,10
7968,0506,12,Académica,21,26,11
7969,0506,12,Rio Ave,21,26,12
7970,0506,12,Belenenses,21,25,13
7971,0506,12,Gil Vicente,21,24,14
7972,0506,12,Paços Ferreira,21,22,15
7973,0506,12,Naval,21,18,16
7974,0506,12,V. Guimarães,21,17,17
7975,0506,12,Penafiel,21,11,18
7976,0506,12,FC Porto,22,48,1
7977,0506,12,SL Benfica,22,43,2
7978,0506,12,Sporting CP,22,43,3
7979,0506,12,SC Braga,22,41,4
7980,0506,12,Nacional,22,39,5
7981,0506,12,Boavista,22,38,6
7982,0506,12,V. Setúbal,22,33,7
7983,0506,12,U. Leiria,22,31,8
7984,0506,12,Marítimo,22,27,9
7985,0506,12,E. Amadora,22,27,10
7986,0506,12,Académica,22,26,11
7987,0506,12,Rio Ave,22,26,12
7988,0506,12,Belenenses,22,25,13
7989,0506,12,Paços Ferreira,22,25,14
7990,0506,12,Gil Vicente,22,24,15
7991,0506,12,Naval,22,21,16
7992,0506,12,V. Guimarães,22,20,17
7993,0506,12,Penafiel,22,11,18
7994,0506,12,FC Porto,23,51,1
7995,0506,12,Sporting CP,23,46,2
7996,0506,12,SC Braga,23,44,3
7997,0506,12,SL Benfica,23,43,4
7998,0506,12,Nacional,23,42,5
7999,0506,12,Boavista,23,41,6
8000,0506,12,V. Setúbal,23,36,7
8001,0506,12,U. Leiria,23,31,8
8002,0506,12,Belenenses,23,28,9
8003,0506,12,Gil Vicente,23,27,10
8004,0506,12,E. Amadora,23,27,11
8005,0506,12,Marítimo,23,27,12
8006,0506,12,Rio Ave,23,26,13
8007,0506,12,Académica,23,26,14
8008,0506,12,Paços Ferreira,23,25,15
8009,0506,12,V. Guimarães,23,23,16
8010,0506,12,Naval,23,21,17
8011,0506,12,Penafiel,23,11,18
8012,0506,12,FC Porto,24,51,1
8013,0506,12,Sporting CP,24,49,2
8014,0506,12,SC Braga,24,47,3
8015,0506,12,SL Benfica,24,46,4
8016,0506,12,Boavista,24,44,5
8017,0506,12,Nacional,24,43,6
8018,0506,12,V. Setúbal,24,39,7
8019,0506,12,U. Leiria,24,32,8
8020,0506,12,Marítimo,24,30,9
8021,0506,12,Belenenses,24,28,10
8022,0506,12,E. Amadora,24,27,11
8023,0506,12,Gil Vicente,24,27,12
8024,0506,12,Paços Ferreira,24,26,13
8025,0506,12,Académica,24,26,14
8026,0506,12,Rio Ave,24,26,15
8027,0506,12,Naval,24,24,16
8028,0506,12,V. Guimarães,24,24,17
8029,0506,12,Penafiel,24,11,18
8030,0506,12,FC Porto,25,54,1
8031,0506,12,Sporting CP,25,52,2
8032,0506,12,SL Benfica,25,49,3
8033,0506,12,SC Braga,25,48,4
8034,0506,12,Boavista,25,45,5
8035,0506,12,Nacional,25,43,6
8036,0506,12,V. Setúbal,25,39,7
8037,0506,12,U. Leiria,25,32,8
8038,0506,12,Marítimo,25,30,9
8039,0506,12,Académica,25,29,10
8040,0506,12,Rio Ave,25,29,11
8041,0506,12,Belenenses,25,28,12
8042,0506,12,Paços Ferreira,25,27,13
8043,0506,12,Naval,25,27,14
8044,0506,12,Gil Vicente,25,27,15
8045,0506,12,E. Amadora,25,27,16
8046,0506,12,V. Guimarães,25,27,17
8047,0506,12,Penafiel,25,12,18
8048,0506,12,FC Porto,26,57,1
8049,0506,12,Sporting CP,26,55,2
8050,0506,12,SL Benfica,26,50,3
8051,0506,12,SC Braga,26,48,4
8052,0506,12,Boavista,26,45,5
8053,0506,12,Nacional,26,43,6
8054,0506,12,V. Setúbal,26,39,7
8055,0506,12,U. Leiria,26,35,8
8056,0506,12,Académica,26,32,9
8057,0506,12,Marítimo,26,31,10
8058,0506,12,Belenenses,26,31,11
8059,0506,12,Rio Ave,26,30,12
8060,0506,12,E. Amadora,26,30,13
8061,0506,12,Naval,26,28,14
8062,0506,12,Paços Ferreira,26,28,15
8063,0506,12,V. Guimarães,26,28,16
8064,0506,12,Gil Vicente,26,27,17
8065,0506,12,Penafiel,26,12,18
8066,0506,12,FC Porto,27,60,1
8067,0506,12,Sporting CP,27,58,2
8068,0506,12,SL Benfica,27,53,3
8069,0506,12,SC Braga,27,51,4
8070,0506,12,Boavista,27,45,5
8071,0506,12,Nacional,27,43,6
8072,0506,12,V. Setúbal,27,39,7
8073,0506,12,U. Leiria,27,35,8
8074,0506,12,Belenenses,27,34,9
8075,0506,12,Académica,27,33,10
8076,0506,12,E. Amadora,27,33,11
8077,0506,12,Naval,27,31,12
8078,0506,12,Marítimo,27,31,13
8079,0506,12,Rio Ave,27,30,14
8080,0506,12,V. Guimarães,27,29,15
8081,0506,12,Gil Vicente,27,28,16
8082,0506,12,Paços Ferreira,27,28,17
8083,0506,12,Penafiel,27,13,18
8084,0506,12,FC Porto,28,63,1
8085,0506,12,Sporting CP,28,61,2
8086,0506,12,SL Benfica,28,56,3
8087,0506,12,SC Braga,28,51,4
8088,0506,12,Boavista,28,46,5
8089,0506,12,Nacional,28,44,6
8090,0506,12,V. Setúbal,28,42,7
8091,0506,12,U. Leiria,28,36,8
8092,0506,12,Belenenses,28,34,9
8093,0506,12,Marítimo,28,34,10
8094,0506,12,Académica,28,33,11
8095,0506,12,E. Amadora,28,33,12
8096,0506,12,Rio Ave,28,31,13
8097,0506,12,Paços Ferreira,28,31,14
8098,0506,12,Naval,28,31,15
8099,0506,12,V. Guimarães,28,30,16
8100,0506,12,Gil Vicente,28,29,17
8101,0506,12,Penafiel,28,13,18
8102,0506,12,FC Porto,29,66,1
8103,0506,12,Sporting CP,29,64,2
8104,0506,12,SL Benfica,29,59,3
8105,0506,12,SC Braga,29,54,4
8106,0506,12,Boavista,29,47,5
8107,0506,12,Nacional,29,44,6
8108,0506,12,V. Setúbal,29,42,7
8109,0506,12,U. Leiria,29,37,8
8110,0506,12,E. Amadora,29,36,9
8111,0506,12,Marítimo,29,35,10
8112,0506,12,Naval,29,34,11
8113,0506,12,Belenenses,29,34,12
8114,0506,12,Rio Ave,29,34,13
8115,0506,12,Académica,29,33,14
8116,0506,12,Paços Ferreira,29,31,15
8117,0506,12,V. Guimarães,29,30,16
8118,0506,12,Gil Vicente,29,29,17
8119,0506,12,Penafiel,29,14,18
8120,0506,12,FC Porto,30,69,1
8121,0506,12,Sporting CP,30,64,2
8122,0506,12,SL Benfica,30,60,3
8123,0506,12,SC Braga,30,54,4
8124,0506,12,Boavista,30,48,5
8125,0506,12,Nacional,30,47,6
8126,0506,12,V. Setúbal,30,45,7
8127,0506,12,U. Leiria,30,40,8
8128,0506,12,E. Amadora,30,37,9
8129,0506,12,Marítimo,30,36,10
8130,0506,12,Naval,30,35,11
8131,0506,12,Académica,30,34,12
8132,0506,12,Belenenses,30,34,13
8133,0506,12,Paços Ferreira,30,34,14
8134,0506,12,Rio Ave,30,34,15
8135,0506,12,V. Guimarães,30,30,16
