,Season,SeasonOrder,Round,Date,Match,B365H,B365D,B365A
4877,0001,7,18,2001-01-21,Farense 2 - 1 Sporting CP,,,
4878,0001,7,18,2001-01-22,Marítimo 2 - 1 Alverca,,,
4879,0001,7,19,2001-01-26,SC Braga 1 - 1 E. Amadora,,,
4880,0001,7,19,2001-01-27,FC Porto 0 - 0 Belenenses,,,
4881,0001,7,19,2001-01-27,Sporting CP 3 - 1 V. Guimarães,,,
4882,0001,7,19,2001-01-28,Alverca 0 - 1 Farense,,,
4883,0001,7,19,2001-01-28,Desp. Aves 1 - 1 Paços Ferreira,,,
4884,0001,7,19,2001-01-28,Beira-Mar 1 - 3 SL Benfica,,,
4885,0001,7,19,2001-01-28,Gil Vicente 2 - 0 Marítimo,,,
4886,0001,7,19,2001-01-28,Salgueiros 0 - 0 Campomaiorense,,,
4887,0001,7,19,2001-01-28,U. Leiria 0 - 0 Boavista,,,
4888,0001,7,20,2001-02-02,Boavista 1 - 0 E. Amadora,,,
4889,0001,7,20,2001-03-02,V. Guimarães 2 - 2 Alverca,,,
4890,0001,7,20,2001-04-02,Belenenses 0 - 1 Beira-Mar,,,
4891,0001,7,20,2001-04-02,Campomaiorense 0 - 0 Desp. Aves,,,
4892,0001,7,20,2001-04-02,Marítimo 0 - 1 Salgueiros,,,
4893,0001,7,20,2001-04-02,SL Benfica 3 - 2 U. Leiria,,,
4894,0001,7,20,2001-04-02,Farense 1 - 1 Gil Vicente,,,
4895,0001,7,20,2001-04-02,Sporting CP 1 - 2 SC Braga,,,
4896,0001,7,20,2001-05-02,Paços Ferreira 1 - 0 FC Porto,,,
4897,0001,7,21,2001-02-16,E. Amadora 1 - 2 SL Benfica,,,
4898,0001,7,21,2001-02-17,Alverca 3 - 1 Sporting CP,,,
4899,0001,7,21,2001-02-17,SC Braga 1 - 0 Boavista,,,
4900,0001,7,21,2001-02-18,Desp. Aves 1 - 1 Marítimo,,,
4901,0001,7,21,2001-02-18,Beira-Mar 1 - 0 Paços Ferreira,,,
4902,0001,7,21,2001-02-18,FC Porto 3 - 1 Campomaiorense,,,
4903,0001,7,21,2001-02-18,Gil Vicente 4 - 1 V. Guimarães,,,
4904,0001,7,21,2001-02-18,Salgueiros 0 - 0 Farense,,,
4905,0001,7,21,2001-02-18,U. Leiria 1 - 1 Belenenses,,,
4906,0001,7,22,2001-02-23,Belenenses 0 - 3 E. Amadora,,,
4907,0001,7,22,2001-02-24,Sporting CP 3 - 1 Gil Vicente,,,
4908,0001,7,22,2001-02-25,Alverca 4 - 1 SC Braga,,,
4909,0001,7,22,2001-02-25,Campomaiorense 0 - 2 Beira-Mar,,,
4910,0001,7,22,2001-02-25,Paços Ferreira 0 - 0 U. Leiria,,,
4911,0001,7,22,2001-02-25,SL Benfica 0 - 0 Boavista,,,
4912,0001,7,22,2001-02-25,Farense 1 - 0 Desp. Aves,,,
4913,0001,7,22,2001-02-26,V. Guimarães 1 - 2 Salgueiros,,,
4914,0001,7,22,2001-02-03,Boavista 2 - 0 Belenenses,,,
4915,0001,7,23,2001-03-03,Salgueiros 2 - 5 Sporting CP,,,
4916,0001,7,23,2001-04-03,Desp. Aves 0 - 3 V. Guimarães,,,
4917,0001,7,23,2001-04-03,Beira-Mar 2 - 0 Marítimo,,,
4918,0001,7,23,2001-04-03,E. Amadora 1 - 1 Paços Ferreira,,,
4919,0001,7,23,2001-04-03,FC Porto 2 - 0 Farense,,,
4920,0001,7,23,2001-04-03,Gil Vicente 1 - 2 Alverca,,,
4921,0001,7,23,2001-04-03,SC Braga 3 - 1 SL Benfica,,,
4922,0001,7,23,2001-04-03,U. Leiria 4 - 1 Campomaiorense,,,
4923,0001,7,23,2001-09-03,Paços Ferreira 0 - 2 Boavista,,,
4924,0001,7,24,2001-10-03,Belenenses 1 - 0 SL Benfica,,,
4925,0001,7,24,2001-11-03,Alverca 0 - 3 Salgueiros,,,
4926,0001,7,24,2001-11-03,Campomaiorense 4 - 1 E. Amadora,,,
4927,0001,7,24,2001-11-03,Gil Vicente 1 - 1 SC Braga,,,
4928,0001,7,24,2001-11-03,Marítimo 2 - 1 U. Leiria,,,
4929,0001,7,24,2001-11-03,Farense 1 - 2 Beira-Mar,,,
4930,0001,7,24,2001-11-03,Sporting CP 2 - 0 Desp. Aves,,,
4931,0001,7,24,2001-12-03,V. Guimarães 2 - 2 FC Porto,,,
4932,0001,7,24,2001-03-16,Boavista 3 - 1 Campomaiorense,,,
4933,0001,7,25,2001-03-17,E. Amadora 0 - 1 Marítimo,,,
4934,0001,7,25,2001-03-17,SC Braga 2 - 0 Belenenses,,,
4935,0001,7,25,2001-03-18,Desp. Aves 0 - 0 Alverca,,,
4936,0001,7,25,2001-03-18,Beira-Mar 3 - 2 V. Guimarães,,,
4937,0001,7,25,2001-03-18,SL Benfica 2 - 3 Paços Ferreira,,,
4938,0001,7,25,2001-03-18,Salgueiros 0 - 1 Gil Vicente,,,
4939,0001,7,25,2001-03-18,U. Leiria 2 - 0 Farense,,,
4940,0001,7,25,2001-03-19,FC Porto 2 - 2 Sporting CP,,,
4941,0001,7,26,2001-03-31,Campomaiorense 1 - 1 SL Benfica,,,
4942,0001,7,25,2001-03-31,Marítimo 1 - 1 Boavista,,,
4943,0001,7,26,2001-03-31,Salgueiros 3 - 4 SC Braga,,,
4944,0001,7,26,2001-01-04,Alverca 1 - 3 FC Porto,,,
4945,0001,7,26,2001-01-04,Gil Vicente 1 - 0 Desp. Aves,,,
4946,0001,7,26,2001-01-04,Paços Ferreira 2 - 2 Belenenses,,,
4947,0001,7,26,2001-01-04,Farense 2 - 0 E. Amadora,,,
4948,0001,7,26,2001-01-04,V. Guimarães 0 - 1 U. Leiria,,,
4949,0001,7,26,2001-02-04,Sporting CP 2 - 1 Beira-Mar,,,
4950,0001,7,26,2001-06-04,SC Braga 2 - 2 Paços Ferreira,,,
4951,0001,7,27,2001-07-04,U. Leiria 2 - 0 Sporting CP,,,
4952,0001,7,27,2001-08-04,Desp. Aves 0 - 3 Salgueiros,,,
4953,0001,7,27,2001-08-04,Beira-Mar 0 - 0 Alverca,,,
4954,0001,7,27,2001-08-04,Belenenses 1 - 1 Campomaiorense,,,
4955,0001,7,27,2001-08-04,Boavista 1 - 0 Farense,,,
4956,0001,7,27,2001-08-04,E. Amadora 0 - 2 V. Guimarães,,,
4957,0001,7,27,2001-08-04,SL Benfica 3 - 0 Marítimo,,,
4958,0001,7,27,2001-09-04,FC Porto 2 - 0 Gil Vicente,,,
4959,0001,7,27,2001-04-13,Farense 2 - 2 SL Benfica,,,
4960,0001,7,28,2001-04-14,Alverca 0 - 1 U. Leiria,,,
4961,0001,7,28,2001-04-14,Desp. Aves 2 - 1 SC Braga,,,
4962,0001,7,28,2001-04-14,Campomaiorense 2 - 1 Paços Ferreira,,,
4963,0001,7,28,2001-04-14,Gil Vicente 3 - 0 Beira-Mar,,,
4964,0001,7,28,2001-04-14,Marítimo 1 - 2 Belenenses,,,
4965,0001,7,28,2001-04-14,Salgueiros 0 - 1 FC Porto,,,
4966,0001,7,28,2001-04-14,Sporting CP 1 - 0 E. Amadora,,,
4967,0001,7,28,2001-04-16,V. Guimarães 1 - 2 Boavista,,,
4968,0001,7,28,2001-04-18,Marítimo 0 - 1 FC Porto,,,
4969,0001,7,29,2001-04-20,SC Braga 4 - 0 Campomaiorense,,,
4970,0001,7,29,2001-04-21,Boavista 1 - 0 Sporting CP,,,
4971,0001,7,29,2001-04-22,Beira-Mar 3 - 2 Salgueiros,,,
4972,0001,7,29,2001-04-22,E. Amadora 1 - 2 Alverca,,,
4973,0001,7,29,2001-04-22,FC Porto 4 - 0 Desp. Aves,,,
4974,0001,7,29,2001-04-22,Paços Ferreira 2 - 1 Marítimo,,,
4975,0001,7,29,2001-04-22,SL Benfica 1 - 0 V. Guimarães,,,
4976,0001,7,29,2001-04-22,U. Leiria 1 - 0 Gil Vicente,,,
4977,0001,7,29,2001-04-23,Belenenses 4 - 2 Farense,,,
4978,0001,7,30,2001-04-28,Alverca 1 - 2 Boavista,,,
4979,0001,7,30,2001-04-28,V. Guimarães 1 - 1 Belenenses,,,
4980,0001,7,30,2001-04-29,Desp. Aves 2 - 3 Beira-Mar,,,
4981,0001,7,30,2001-04-29,FC Porto 3 - 2 SC Braga,,,
4982,0001,7,30,2001-04-29,Gil Vicente 0 - 0 E. Amadora,,,
4983,0001,7,30,2001-04-29,Marítimo 3 - 0 Campomaiorense,,,
4984,0001,7,30,2001-04-29,Salgueiros 1 - 4 U. Leiria,,,
4985,0001,7,30,2001-04-29,Farense 2 - 4 Paços Ferreira,,,
4986,0001,7,30,2001-04-29,Sporting CP 3 - 0 SL Benfica,,,
4987,0001,7,31,2001-04-05,SL Benfica 0 - 2 Alverca,,,
4988,0001,7,31,2001-04-05,SC Braga 2 - 1 Marítimo,,,
4989,0001,7,31,2001-05-05,Boavista 2 - 0 Gil Vicente,,,
4990,0001,7,31,2001-06-05,Beira-Mar 0 - 3 FC Porto,,,
4991,0001,7,31,2001-06-05,Belenenses 1 - 1 Sporting CP,,,
4992,0001,7,31,2001-06-05,Campomaiorense 1 - 0 Farense,,,
4993,0001,7,31,2001-06-05,E. Amadora 1 - 0 Salgueiros,,,
4994,0001,7,31,2001-06-05,Paços Ferreira 0 - 1 V. Guimarães,,,
4995,0001,7,31,2001-06-05,U. Leiria 1 - 1 Desp. Aves,,,
4996,0001,7,32,2001-11-05,Sporting CP 1 - 3 Paços Ferreira,,,
4997,0001,7,32,2001-12-05,FC Porto 3 - 0 U. Leiria,,,
4998,0001,7,32,2001-05-13,Alverca 0 - 3 Belenenses,,,
4999,0001,7,32,2001-05-13,Desp. Aves 3 - 2 E. Amadora,,,
5000,0001,7,32,2001-05-13,Beira-Mar 3 - 0 SC Braga,,,
5001,0001,7,32,2001-05-13,Gil Vicente 3 - 0 SL Benfica,,,
5002,0001,7,32,2001-05-13,Salgueiros 1 - 5 Boavista,,,
5003,0001,7,32,2001-05-13,Farense 1 - 2 Marítimo,,,
5004,0001,7,32,2001-05-13,V. Guimarães 3 - 0 Campomaiorense,,,
5005,0001,7,33,2001-05-18,Boavista 3 - 0 Desp. Aves,,,
5006,0001,7,33,2001-05-19,Marítimo 1 - 0 V. Guimarães,,,
5007,0001,7,33,2001-05-20,Belenenses 1 - 3 Gil Vicente,,,
5008,0001,7,33,2001-05-20,Campomaiorense 1 - 0 Sporting CP,,,
5009,0001,7,33,2001-05-20,Paços Ferreira 2 - 2 Alverca,,,
5010,0001,7,33,2001-05-20,SL Benfica 1 - 1 Salgueiros,,,
5011,0001,7,33,2001-05-20,Farense 1 - 0 SC Braga,,,
5012,0001,7,33,2001-05-20,U. Leiria 1 - 0 Beira-Mar,,,
5013,0001,7,33,2001-05-21,E. Amadora 2 - 3 FC Porto,,,
5014,0001,7,34,2001-05-27,Alverca 2 - 1 Campomaiorense,,,
5015,0001,7,34,2001-05-27,Desp. Aves 4 - 4 SL Benfica,,,
5016,0001,7,34,2001-05-27,Beira-Mar 3 - 3 E. Amadora,,,
5017,0001,7,34,2001-05-27,FC Porto 4 - 0 Boavista,,,
5018,0001,7,34,2001-05-27,Gil Vicente 3 - 1 Paços Ferreira,,,
5019,0001,7,34,2001-05-27,Salgueiros 2 - 0 Belenenses,,,
5020,0001,7,34,2001-05-27,SC Braga 3 - 5 U. Leiria,,,
5021,0001,7,34,2001-05-27,Sporting CP 1 - 0 Marítimo,,,
5022,0001,7,34,2001-05-27,V. Guimarães 1 - 0 Farense,,,
5023,9900,6,1,1999-08-20,V. Setúbal 1 - 1 V. Guimarães,,,
5024,9900,6,1,1999-08-21,Boavista 1 - 1 FC Porto,,,
5025,9900,6,1,1999-08-21,Santa Clara 2 - 2 Sporting CP,,,
5026,9900,6,1,1999-08-22,Alverca 3 - 2 SC Braga,,,
5027,9900,6,1,1999-08-22,E. Amadora 0 - 3 Belenenses,,,
5028,9900,6,1,1999-08-22,Farense 2 - 1 U. Leiria,,,
5029,9900,6,1,1999-08-22,Gil Vicente 3 - 0 Campomaiorense,,,
5030,9900,6,1,1999-08-22,Rio Ave 1 - 1 SL Benfica,,,
5031,9900,6,1,1999-08-22,Salgueiros 1 - 0 Marítimo,,,
5032,9900,6,2,1999-08-27,V. Guimarães 3 - 0 Farense,,,
5033,9900,6,2,1999-08-28,FC Porto 0 - 0 Alverca,,,
5034,9900,6,2,1999-08-29,Belenenses 1 - 1 Gil Vicente,,,
5035,9900,6,2,1999-08-29,SL Benfica 1 - 0 Salgueiros,,,
5036,9900,6,2,1999-08-29,Campomaiorense 0 - 1 Boavista,,,
5037,9900,6,2,1999-08-29,U. Leiria 1 - 1 E. Amadora,,,
5038,9900,6,2,1999-08-29,Marítimo 0 - 0 Santa Clara,,,
5039,9900,6,2,1999-08-29,SC Braga 0 - 1 Rio Ave,,,
5040,9900,6,2,1999-08-30,Sporting CP 2 - 1 V. Setúbal,,,
5041,9900,6,3,1999-10-09,Boavista 1 - 0 Belenenses,,,
5042,9900,6,3,1999-11-09,SC Braga 0 - 1 FC Porto,,,
5043,9900,6,3,1999-12-09,E. Amadora 2 - 2 V. Guimarães,,,
5044,9900,6,3,1999-12-09,Farense 0 - 3 Sporting CP,,,
5045,9900,6,3,1999-12-09,Gil Vicente 2 - 0 U. Leiria,,,
5046,9900,6,3,1999-12-09,Rio Ave 4 - 1 Salgueiros,,,
5047,9900,6,3,1999-12-09,Santa Clara 0 - 3 SL Benfica,,,
5048,9900,6,3,1999-12-09,V. Setúbal 4 - 2 Marítimo,,,
5049,9900,6,3,1999-09-13,Alverca 1 - 0 Campomaiorense,,,
5050,9900,6,4,1999-09-17,Campomaiorense 2 - 4 SC Braga,,,
5051,9900,6,4,1999-09-18,U. Leiria 0 - 0 Boavista,,,
5052,9900,6,4,1999-09-18,FC Porto 4 - 1 Rio Ave,,,
5053,9900,6,4,1999-09-19,Belenenses 4 - 2 Alverca,,,
5054,9900,6,4,1999-09-19,V. Guimarães 1 - 0 Gil Vicente,,,
5055,9900,6,4,1999-09-19,Marítimo 3 - 0 Farense,,,
5056,9900,6,4,1999-09-19,Salgueiros 2 - 0 Santa Clara,,,
5057,9900,6,4,1999-09-20,SL Benfica 3 - 0 V. Setúbal,,,
5058,9900,6,4,1999-09-20,Sporting CP 1 - 1 E. Amadora,,,
5059,9900,6,5,1999-09-24,FC Porto 2 - 0 Campomaiorense,,,
5060,9900,6,5,1999-09-25,Farense 0 - 1 SL Benfica,,,
5061,9900,6,5,1999-09-25,Gil Vicente 1 - 1 Sporting CP,,,
5062,9900,6,5,1999-09-26,Alverca 0 - 0 U. Leiria,,,
5063,9900,6,5,1999-09-26,Boavista 2 - 0 V. Guimarães,,,
5064,9900,6,5,1999-09-26,E. Amadora 1 - 1 Marítimo,,,
5065,9900,6,5,1999-09-26,Rio Ave 0 - 5 Santa Clara,,,
5066,9900,6,5,1999-09-26,V. Setúbal 1 - 2 Salgueiros,,,
5067,9900,6,5,1999-09-26,SC Braga 0 - 0 Belenenses,,,
5068,9900,6,6,1999-02-10,Campomaiorense 1 - 1 Rio Ave,,,
5069,9900,6,6,1999-02-10,V. Guimarães 1 - 0 Alverca,,,
5070,9900,6,6,1999-03-10,U. Leiria 3 - 0 SC Braga,,,
5071,9900,6,6,1999-03-10,Marítimo 1 - 0 Gil Vicente,,,
5072,9900,6,6,1999-03-10,Salgueiros 0 - 0 Farense,,,
5073,9900,6,6,1999-04-10,Belenenses 0 - 0 FC Porto,,,
5074,9900,6,6,1999-04-10,SL Benfica 2 - 0 E. Amadora,,,
5075,9900,6,6,1999-04-10,Sporting CP 2 - 0 Boavista,,,
5076,9900,6,6,1999-05-10,Santa Clara 2 - 1 V. Setúbal,,,
5077,9900,6,7,1999-10-14,Boavista 0 - 2 Marítimo,,,
5078,9900,6,7,1999-10-15,FC Porto 4 - 2 U. Leiria,,,
5079,9900,6,7,1999-10-16,Campomaiorense 2 - 1 Belenenses,,,
5080,9900,6,7,1999-10-16,Gil Vicente 0 - 2 SL Benfica,,,
5081,9900,6,7,1999-10-17,Alverca 2 - 1 Sporting CP,,,
5082,9900,6,7,1999-10-17,E. Amadora 1 - 0 Salgueiros,,,
5083,9900,6,7,1999-10-17,Farense 2 - 2 Santa Clara,,,
5084,9900,6,7,1999-10-17,Rio Ave 1 - 1 V. Setúbal,,,
5085,9900,6,7,1999-10-17,SC Braga 2 - 4 V. Guimarães,,,
5086,9900,6,8,1999-10-22,V. Setúbal 1 - 1 Farense,,,
5087,9900,6,8,1999-10-23,V. Guimarães 1 - 1 FC Porto,,,
5088,9900,6,8,1999-10-23,Sporting CP 2 - 0 SC Braga,,,
5089,9900,6,8,1999-10-24,Belenenses 2 - 1 Rio Ave,,,
5090,9900,6,8,1999-10-24,SL Benfica 1 - 1 Boavista,,,
5091,9900,6,8,1999-10-24,U. Leiria 1 - 2 Campomaiorense,,,
5092,9900,6,8,1999-10-24,Marítimo 3 - 0 Alverca,,,
5093,9900,6,8,1999-10-24,Salgueiros 1 - 2 Gil Vicente,,,
5094,9900,6,8,1999-10-24,Santa Clara 1 - 1 E. Amadora,,,
5095,9900,6,9,1999-10-29,Campomaiorense 2 - 1 V. Guimarães,,,
5096,9900,6,9,1999-10-30,Boavista 2 - 1 Salgueiros,,,
5097,9900,6,9,1999-10-30,FC Porto 3 - 0 Sporting CP,,,
5098,9900,6,9,1999-10-31,Alverca 3 - 1 SL Benfica,,,
5099,9900,6,9,1999-10-31,Belenenses 1 - 0 U. Leiria,,,
5100,9900,6,9,1999-10-31,Gil Vicente 3 - 1 Santa Clara,,,
5101,9900,6,9,1999-10-31,Rio Ave 1 - 1 Farense,,,
5102,9900,6,9,1999-10-31,SC Braga 1 - 2 Marítimo,,,
5103,9900,6,9,1999-01-11,E. Amadora 3 - 0 V. Setúbal,,,
5104,9900,6,10,1999-05-11,V. Guimarães 4 - 2 Belenenses,,,
5105,9900,6,10,1999-06-11,Sporting CP 1 - 0 Campomaiorense,,,
5106,9900,6,10,1999-07-11,Farense 1 - 1 E. Amadora,,,
5107,9900,6,10,1999-07-11,U. Leiria 0 - 0 Rio Ave,,,
5108,9900,6,10,1999-07-11,Salgueiros 0 - 2 Alverca,,,
5109,9900,6,10,1999-07-11,V. Setúbal 0 - 1 Gil Vicente,,,
5110,9900,6,10,1999-08-11,SL Benfica 2 - 1 SC Braga,,,
5111,9900,6,10,1999-08-11,Marítimo 2 - 1 FC Porto,,,
5112,9900,6,10,1999-08-11,Santa Clara 0 - 1 Boavista,,,
5113,9900,6,11,1999-11-20,Boavista 1 - 0 V. Setúbal,,,
5114,9900,6,11,1999-11-20,FC Porto 2 - 0 SL Benfica,,,
5115,9900,6,11,1999-11-21,Alverca 0 - 1 Santa Clara,,,
5116,9900,6,11,1999-11-21,Campomaiorense 1 - 0 Marítimo,,,
5117,9900,6,11,1999-11-21,Gil Vicente 4 - 0 Farense,,,
5118,9900,6,11,1999-11-21,Rio Ave 0 - 1 E. Amadora,,,
5119,9900,6,11,1999-11-21,SC Braga 2 - 0 Salgueiros,,,
5120,9900,6,11,1999-11-22,Belenenses 0 - 1 Sporting CP,,,
5121,9900,6,11,1999-11-22,U. Leiria 1 - 0 V. Guimarães,,,
5122,9900,6,12,1999-11-26,Marítimo 0 - 0 Belenenses,,,
5123,9900,6,12,1999-11-27,Sporting CP 2 - 0 U. Leiria,,,
5124,9900,6,12,1999-11-28,E. Amadora 0 - 1 Gil Vicente,,,
5125,9900,6,12,1999-11-28,V. Guimarães 2 - 1 Rio Ave,,,
5126,9900,6,12,1999-11-28,Salgueiros 0 - 4 FC Porto,,,
5127,9900,6,12,1999-11-28,Santa Clara 1 - 2 SC Braga,,,
5128,9900,6,12,1999-11-28,V. Setúbal 1 - 0 Alverca,,,
5129,9900,6,12,1999-11-29,SL Benfica 2 - 0 Campomaiorense,,,
5130,9900,6,12,1999-11-29,Farense 0 - 2 Boavista,,,
5131,9900,6,13,1999-03-12,FC Porto 1 - 0 Santa Clara,,,
5132,9900,6,13,1999-04-12,Alverca 0 - 1 Farense,,,
5133,9900,6,13,1999-04-12,Belenenses 0 - 0 SL Benfica,,,
5134,9900,6,13,1999-04-12,V. Guimarães 1 - 2 Sporting CP,,,
5135,9900,6,13,1999-05-12,Boavista 1 - 2 E. Amadora,,,
5136,9900,6,13,1999-05-12,Campomaiorense 0 - 1 Salgueiros,,,
5137,9900,6,13,1999-05-12,U. Leiria 0 - 1 Marítimo,,,
5138,9900,6,13,1999-05-12,Rio Ave 3 - 1 Gil Vicente,,,
5139,9900,6,13,1999-05-12,SC Braga 3 - 0 V. Setúbal,,,
5140,9900,6,14,1999-10-12,Marítimo 1 - 1 V. Guimarães,,,
5141,9900,6,14,1999-11-12,E. Amadora 3 - 0 Alverca,,,
5142,9900,6,14,1999-11-12,Gil Vicente 1 - 3 Boavista,,,
5143,9900,6,14,1999-12-12,Farense 1 - 1 SC Braga,,,
5144,9900,6,14,1999-12-12,Salgueiros 0 - 0 Belenenses,,,
5145,9900,6,14,1999-12-12,Santa Clara 2 - 2 Campomaiorense,,,
5146,9900,6,14,1999-12-12,Sporting CP 2 - 1 Rio Ave,,,
5147,9900,6,14,1999-12-13,SL Benfica 3 - 2 U. Leiria,,,
5148,9900,6,14,1999-12-13,V. Setúbal 1 - 4 FC Porto,,,
5149,9900,6,15,1999-12-17,SC Braga 0 - 1 E. Amadora,,,
5150,9900,6,15,1999-12-18,Sporting CP 4 - 2 Marítimo,,,
5151,9900,6,15,1999-12-19,Alverca 4 - 2 Gil Vicente,,,
5152,9900,6,15,1999-12-19,Belenenses 3 - 1 Santa Clara,,,
5153,9900,6,15,1999-12-19,Campomaiorense 0 - 1 V. Setúbal,,,
5154,9900,6,15,1999-12-19,V. Guimarães 2 - 1 SL Benfica,,,
5155,9900,6,15,1999-12-19,U. Leiria 1 - 4 Salgueiros,,,
5156,9900,6,15,1999-12-19,Rio Ave 2 - 1 Boavista,,,
5157,9900,6,15,1999-12-20,FC Porto 5 - 0 Farense,,,
5158,9900,6,16,2000-07-01,Salgueiros 0 - 1 V. Guimarães,,,
5159,9900,6,16,2000-08-01,E. Amadora 0 - 2 FC Porto,,,
5160,9900,6,16,2000-08-01,Farense 2 - 2 Campomaiorense,,,
5161,9900,6,16,2000-08-01,Rio Ave 0 - 2 Marítimo,,,
5162,9900,6,16,2000-08-01,Santa Clara 1 - 1 U. Leiria,,,
5163,9900,6,16,2000-08-01,V. Setúbal 0 - 2 Belenenses,,,
5164,9900,6,16,2000-09-01,SL Benfica 0 - 0 Sporting CP,,,
5165,9900,6,16,2000-09-01,Boavista 2 - 0 Alverca,,,
5166,9900,6,16,2000-09-01,Gil Vicente 0 - 0 SC Braga,,,
5167,9900,6,17,2000-01-15,Marítimo 0 - 0 SL Benfica,,,
5168,9900,6,17,2000-01-16,Alverca 3 - 1 Rio Ave,,,
5169,9900,6,17,2000-01-16,Belenenses 1 - 1 Farense,,,
5170,9900,6,17,2000-01-16,Campomaiorense 2 - 1 E. Amadora,,,
5171,9900,6,17,2000-01-16,V. Guimarães 2 - 1 Santa Clara,,,
5172,9900,6,17,2000-01-16,U. Leiria 0 - 0 V. Setúbal,,,
5173,9900,6,17,2000-01-16,SC Braga 1 - 0 Boavista,,,
5174,9900,6,17,2000-01-16,Sporting CP 2 - 0 Salgueiros,,,
5175,9900,6,17,2000-01-17,FC Porto 2 - 0 Gil Vicente,,,
5176,9900,6,18,2000-01-21,Belenenses 1 - 1 E. Amadora,,,
5177,9900,6,18,2000-01-22,SL Benfica 1 - 0 Rio Ave,,,
5178,9900,6,18,2000-01-22,Campomaiorense 0 - 0 Gil Vicente,,,
5179,9900,6,18,2000-01-22,V. Guimarães 4 - 0 V. Setúbal,,,
5180,9900,6,18,2000-01-22,Sporting CP 4 - 1 Santa Clara,,,
5181,9900,6,18,2000-01-23,U. Leiria 2 - 0 Farense,,,
5182,9900,6,18,2000-01-23,Marítimo 0 - 1 Salgueiros,,,
5183,9900,6,18,2000-01-23,FC Porto 1 - 0 Boavista,,,
5184,9900,6,18,2000-01-23,SC Braga 3 - 1 Alverca,,,
5185,9900,6,19,2000-01-29,Boavista 2 - 1 Campomaiorense,,,
5186,9900,6,19,2000-01-29,Farense 2 - 1 V. Guimarães,,,
5187,9900,6,19,2000-01-30,Alverca 1 - 1 FC Porto,,,
5188,9900,6,19,2000-01-30,E. Amadora 1 - 1 U. Leiria,,,
5189,9900,6,19,2000-01-30,Gil Vicente 1 - 1 Belenenses,,,
5190,9900,6,19,2000-01-30,Rio Ave 2 - 0 SC Braga,,,
5191,9900,6,19,2000-01-30,Salgueiros 1 - 2 SL Benfica,,,
5192,9900,6,19,2000-01-30,Santa Clara 0 - 0 Marítimo,,,
5193,9900,6,19,2000-01-31,V. Setúbal 1 - 2 Sporting CP,,,
5194,9900,6,20,2000-04-02,Belenenses 1 - 1 Boavista,,,
5195,9900,6,20,2000-05-02,Campomaiorense 0 - 0 Alverca,,,
5196,9900,6,20,2000-05-02,Marítimo 1 - 0 V. Setúbal,,,
5197,9900,6,20,2000-05-02,FC Porto 3 - 0 SC Braga,,,
5198,9900,6,20,2000-05-02,Sporting CP 3 - 1 Farense,,,
5199,9900,6,20,2000-06-02,SL Benfica 1 - 0 Santa Clara,,,
5200,9900,6,20,2000-06-02,V. Guimarães 1 - 0 E. Amadora,,,
5201,9900,6,20,2000-06-02,U. Leiria 1 - 1 Gil Vicente,,,
5202,9900,6,20,2000-06-02,Salgueiros 1 - 1 Rio Ave,,,
5203,9900,6,21,2000-12-02,Boavista 0 - 1 U. Leiria,,,
5204,9900,6,21,2000-12-02,Santa Clara 0 - 0 Salgueiros,,,
5205,9900,6,21,2000-02-13,Alverca 1 - 1 Belenenses,,,
5206,9900,6,21,2000-02-13,E. Amadora 0 - 0 Sporting CP,,,
5207,9900,6,21,2000-02-13,Farense 1 - 0 Marítimo,,,
5208,9900,6,21,2000-02-13,Gil Vicente 1 - 0 V. Guimarães,,,
5209,9900,6,21,2000-02-13,Rio Ave 2 - 2 FC Porto,,,
5210,9900,6,21,2000-02-13,SC Braga 4 - 1 Campomaiorense,,,
5211,9900,6,21,2000-02-14,V. Setúbal 1 - 2 SL Benfica,,,
5212,9900,6,22,2000-02-18,Belenenses 0 - 3 SC Braga,,,
5213,9900,6,22,2000-02-19,Campomaiorense 1 - 0 FC Porto,,,
5214,9900,6,22,2000-02-19,Santa Clara 1 - 0 Rio Ave,,,
5215,9900,6,22,2000-02-19,Sporting CP 1 - 1 Gil Vicente,,,
5216,9900,6,22,2000-02-20,SL Benfica 6 - 2 Farense,,,
5217,9900,6,22,2000-02-20,V. Guimarães 2 - 0 Boavista,,,
5218,9900,6,22,2000-02-20,U. Leiria 3 - 0 Alverca,,,
5219,9900,6,22,2000-02-20,Marítimo 2 - 2 E. Amadora,,,
5220,9900,6,22,2000-02-20,Salgueiros 1 - 0 V. Setúbal,,,
5221,9900,6,23,2000-02-25,SC Braga 0 - 2 U. Leiria,,,
5222,9900,6,23,2000-02-26,FC Porto 2 - 1 Belenenses,,,
5223,9900,6,23,2000-02-27,Alverca 2 - 1 V. Guimarães,,,
5224,9900,6,23,2000-02-27,E. Amadora 3 - 0 SL Benfica,,,
5225,9900,6,23,2000-02-27,Farense 3 - 2 Salgueiros,,,
5226,9900,6,23,2000-02-27,Gil Vicente 5 - 1 Marítimo,,,
5227,9900,6,23,2000-02-27,Rio Ave 1 - 0 Campomaiorense,,,
5228,9900,6,23,2000-02-27,V. Setúbal 1 - 0 Santa Clara,,,
5229,9900,6,23,2000-02-28,Boavista 0 - 1 Sporting CP,,,
5230,9900,6,24,2000-03-03,Marítimo 1 - 1 Boavista,,,
5231,9900,6,24,2000-04-03,SL Benfica 3 - 0 Gil Vicente,,,
